altura;raio;lambda;scattering
100.00;50.00;0.400;2.520574802
100.00;50.00;0.404;2.703104329
100.00;50.00;0.408;2.959184013
100.00;50.00;0.412;3.214364385
100.00;50.00;0.416;3.635054551
100.00;50.00;0.420;3.813551536
100.00;50.00;0.424;4.191358194
100.00;50.00;0.428;4.511075461
100.00;50.00;0.432;4.647096932
100.00;50.00;0.436;4.737511564
100.00;50.00;0.440;4.530940927
100.00;50.00;0.444;4.175515416
100.00;50.00;0.448;3.861288326
100.00;50.00;0.452;3.121002786
100.00;50.00;0.456;2.859542298
100.00;50.00;0.460;2.448211245
100.00;50.00;0.464;2.029602169
100.00;50.00;0.468;1.716313744
100.00;50.00;0.472;1.460316903
100.00;50.00;0.476;1.343974126
100.00;50.00;0.480;1.231798877
100.00;50.00;0.484;1.219664563
100.00;50.00;0.488;1.282207312
100.00;50.00;0.492;1.358789235
100.00;50.00;0.496;1.438651842
100.00;50.00;0.500;1.419827404
100.00;50.00;0.504;1.776333392
100.00;50.00;0.508;1.884317867
100.00;50.00;0.512;1.955094011
100.00;50.00;0.516;2.501916751
100.00;50.00;0.520;2.589665142
100.00;50.00;0.524;3.089414222
100.00;50.00;0.528;3.403756403
100.00;50.00;0.532;3.418812941
100.00;50.00;0.536;3.844157098
100.00;50.00;0.540;3.977022549
100.00;50.00;0.544;4.490765010
100.00;50.00;0.548;4.614476104
100.00;50.00;0.552;4.617060622
100.00;50.00;0.556;4.716786559
100.00;50.00;0.560;4.723269366
100.00;50.00;0.564;4.823903862
100.00;50.00;0.568;4.788118883
100.00;50.00;0.572;4.686059709
100.00;50.00;0.576;4.584541569
100.00;50.00;0.580;4.418028653
100.00;50.00;0.584;4.290582830
100.00;50.00;0.588;4.139758124
100.00;50.00;0.592;3.992089140
100.00;50.00;0.596;3.735960461
100.00;50.00;0.600;3.554931142
100.00;50.00;0.604;3.333776812
100.00;50.00;0.608;3.193697706
100.00;50.00;0.612;2.993566151
100.00;50.00;0.616;2.860248993
100.00;50.00;0.620;2.659881101
100.00;50.00;0.624;2.465125770
100.00;50.00;0.628;2.369903565
100.00;50.00;0.632;2.168930417
100.00;50.00;0.636;2.109458800
100.00;50.00;0.640;1.981428635
100.00;50.00;0.644;1.845389052
100.00;50.00;0.648;1.745882080
100.00;50.00;0.652;1.656598994
100.00;50.00;0.656;1.668476619
100.00;50.00;0.660;1.482130289
100.00;50.00;0.664;1.405334241
100.00;50.00;0.668;1.301094561
100.00;50.00;0.672;1.270333626
100.00;50.00;0.676;1.189362224
100.00;50.00;0.680;1.130381184
100.00;50.00;0.684;1.105911224
100.00;50.00;0.688;1.044554618
100.00;50.00;0.692;1.005472731
100.00;50.00;0.696;0.949353261
100.00;50.00;0.700;0.911167512
100.00;50.00;0.704;0.889030272
100.00;50.00;0.708;0.817312170
100.00;50.00;0.712;0.802103013
100.00;50.00;0.716;0.761219050
100.00;50.00;0.720;0.722736312
100.00;50.00;0.724;0.707331880
100.00;50.00;0.728;0.659638782
100.00;50.00;0.732;0.648621248
100.00;50.00;0.736;0.620638432
100.00;50.00;0.740;0.604274330
100.00;50.00;0.744;0.583825736
100.00;50.00;0.748;0.562791307
100.00;50.00;0.752;0.546346424
100.00;50.00;0.756;0.526380996
100.00;50.00;0.760;0.518639423
100.00;50.00;0.764;0.494900745
100.00;50.00;0.768;0.494477627
100.00;50.00;0.772;0.464097117
100.00;50.00;0.776;0.449447360
100.00;50.00;0.780;0.439223017
100.00;50.00;0.784;0.419535670
100.00;50.00;0.788;0.414914036
100.00;50.00;0.792;0.401884168
100.00;50.00;0.796;0.383345880
100.00;50.00;0.800;0.381351633
100.00;50.00;0.804;0.374319721
100.00;50.00;0.808;0.361828294
100.00;50.00;0.812;0.354178730
100.00;50.00;0.816;0.344931572
100.00;50.00;0.820;0.329578214
100.00;50.00;0.824;0.322517053
100.00;50.00;0.828;0.313196441
100.00;50.00;0.832;0.309042526
100.00;50.00;0.836;0.302386410
100.00;50.00;0.840;0.296348886
100.00;50.00;0.844;0.285812390
100.00;50.00;0.848;0.278328919
100.00;50.00;0.852;0.278780404
100.00;50.00;0.856;0.274005985
100.00;50.00;0.860;0.264044592
100.00;50.00;0.864;0.259288560
100.00;50.00;0.868;0.249382903
100.00;50.00;0.872;0.245096003
100.00;50.00;0.876;0.242460956
100.00;50.00;0.880;0.237116867
100.00;50.00;0.884;0.232416645
100.00;50.00;0.888;0.225563546
100.00;50.00;0.892;0.222568130
100.00;50.00;0.896;0.218427337
100.00;50.00;0.900;0.215540334
100.00;50.00;0.904;0.207440125
100.00;50.00;0.908;0.206830309
100.00;50.00;0.912;0.202128037
100.00;50.00;0.916;0.194494239
100.00;50.00;0.920;0.193031202
100.00;50.00;0.924;0.189042804
100.00;50.00;0.928;0.186679158
100.00;50.00;0.932;0.185954210
100.00;50.00;0.936;0.181170037
100.00;50.00;0.940;0.179131267
100.00;50.00;0.944;0.169821920
100.00;50.00;0.948;0.166768741
100.00;50.00;0.952;0.165938491
100.00;50.00;0.956;0.159985284
100.00;50.00;0.960;0.159901313
100.00;50.00;0.964;0.159230194
100.00;50.00;0.968;0.153327344
100.00;50.00;0.972;0.152126911
100.00;50.00;0.976;0.146097587
100.00;50.00;0.980;0.146236502
100.00;50.00;0.984;0.143885596
100.00;50.00;0.988;0.139080261
100.00;50.00;0.992;0.135375194
100.00;50.00;0.996;0.134422601
100.00;50.00;1.000;0.132436709
100.00;50.00;1.004;0.128600524
100.00;50.00;1.008;0.127659776
100.00;50.00;1.012;0.124309459
100.00;50.00;1.016;0.120936997
100.00;50.00;1.020;0.119489454
100.00;50.00;1.024;0.117277679
100.00;50.00;1.028;0.115440502
100.00;50.00;1.032;0.115467761
100.00;50.00;1.036;0.109554859
100.00;50.00;1.040;0.109369198
100.00;50.00;1.044;0.108905768
100.00;50.00;1.048;0.105486903
100.00;50.00;1.052;0.106292754
100.00;50.00;1.056;0.102275216
100.00;50.00;1.060;0.098717345
100.00;50.00;1.064;0.095970802
100.00;50.00;1.068;0.096385257
100.00;50.00;1.072;0.093622591
100.00;50.00;1.076;0.091715528
100.00;50.00;1.080;0.089591348
100.00;50.00;1.084;0.089958101
100.00;50.00;1.088;0.086727073
100.00;50.00;1.092;0.083933298
100.00;50.00;1.096;0.084336781
100.00;50.00;1.100;0.082194405
100.00;50.00;1.104;0.082149657
100.00;50.00;1.108;0.082298955
100.00;50.00;1.112;0.078507662
100.00;50.00;1.116;0.075694327
100.00;50.00;1.120;0.073230894
100.00;50.00;1.124;0.075456437
100.00;50.00;1.128;0.071845418
100.00;50.00;1.132;0.071140087
100.00;50.00;1.136;0.070538086
100.00;50.00;1.140;0.070851880
100.00;50.00;1.144;0.069319832
100.00;50.00;1.148;0.067684939
100.00;50.00;1.152;0.065625388
100.00;50.00;1.156;0.065476880
100.00;50.00;1.160;0.064661589
100.00;50.00;1.164;0.061849773
100.00;50.00;1.168;0.062876532
100.00;50.00;1.172;0.061314133
100.00;50.00;1.176;0.060782110
100.00;50.00;1.180;0.056570734
100.00;50.00;1.184;0.056883853
100.00;50.00;1.188;0.054696379
100.00;50.00;1.192;0.057507419
100.00;50.00;1.196;0.054105275
100.00;50.00;1.200;0.052010915
100.00;60.00;0.400;2.947178108
100.00;60.00;0.404;3.250235079
100.00;60.00;0.408;3.517499581
100.00;60.00;0.412;3.771674354
100.00;60.00;0.416;4.117392253
100.00;60.00;0.420;4.362156326
100.00;60.00;0.424;4.692378138
100.00;60.00;0.428;5.182790992
100.00;60.00;0.432;5.569309961
100.00;60.00;0.436;5.850503135
100.00;60.00;0.440;6.077529405
100.00;60.00;0.444;6.187387090
100.00;60.00;0.448;6.172802795
100.00;60.00;0.452;6.120913911
100.00;60.00;0.456;5.765448720
100.00;60.00;0.460;5.332419811
100.00;60.00;0.464;5.113866219
100.00;60.00;0.468;4.427314440
100.00;60.00;0.472;3.955555954
100.00;60.00;0.476;3.376357044
100.00;60.00;0.480;3.101675047
100.00;60.00;0.484;2.840293797
100.00;60.00;0.488;2.750390982
100.00;60.00;0.492;2.466143720
100.00;60.00;0.496;2.382823407
100.00;60.00;0.500;2.391069536
100.00;60.00;0.504;2.423142944
100.00;60.00;0.508;2.614843084
100.00;60.00;0.512;2.672031008
100.00;60.00;0.516;2.916973683
100.00;60.00;0.520;3.016559331
100.00;60.00;0.524;3.140597517
100.00;60.00;0.528;3.463286029
100.00;60.00;0.532;3.684771859
100.00;60.00;0.536;3.990649125
100.00;60.00;0.540;4.200410984
100.00;60.00;0.544;4.628419847
100.00;60.00;0.548;4.668399273
100.00;60.00;0.552;4.865540900
100.00;60.00;0.556;5.407594812
100.00;60.00;0.560;5.697872404
100.00;60.00;0.564;5.986937873
100.00;60.00;0.568;5.821301095
100.00;60.00;0.572;6.406290652
100.00;60.00;0.576;6.693873364
100.00;60.00;0.580;6.798520228
100.00;60.00;0.584;6.861821101
100.00;60.00;0.588;7.070563843
100.00;60.00;0.592;7.076874220
100.00;60.00;0.596;7.156668134
100.00;60.00;0.600;7.202198661
100.00;60.00;0.604;7.134206142
100.00;60.00;0.608;7.060746259
100.00;60.00;0.612;6.987982996
100.00;60.00;0.616;6.851257280
100.00;60.00;0.620;6.756444816
100.00;60.00;0.624;6.639239129
100.00;60.00;0.628;6.440397747
100.00;60.00;0.632;6.292542606
100.00;60.00;0.636;6.157781379
100.00;60.00;0.640;5.965378688
100.00;60.00;0.644;5.602806806
100.00;60.00;0.648;5.621548494
100.00;60.00;0.652;5.288362718
100.00;60.00;0.656;4.989588568
100.00;60.00;0.660;4.889890132
100.00;60.00;0.664;4.631134379
100.00;60.00;0.668;4.434821488
100.00;60.00;0.672;4.189791851
100.00;60.00;0.676;4.035251302
100.00;60.00;0.680;3.924013015
100.00;60.00;0.684;3.644745737
100.00;60.00;0.688;3.535975447
100.00;60.00;0.692;3.391835645
100.00;60.00;0.696;3.285887806
100.00;60.00;0.700;3.091772930
100.00;60.00;0.704;2.973351445
100.00;60.00;0.708;2.895983695
100.00;60.00;0.712;2.739410594
100.00;60.00;0.716;2.625886962
100.00;60.00;0.720;2.506689294
100.00;60.00;0.724;2.428396447
100.00;60.00;0.728;2.283582866
100.00;60.00;0.732;2.202249639
100.00;60.00;0.736;2.140703804
100.00;60.00;0.740;2.007250043
100.00;60.00;0.744;1.962693596
100.00;60.00;0.748;1.870463953
100.00;60.00;0.752;1.835159112
100.00;60.00;0.756;1.751532177
100.00;60.00;0.760;1.683422768
100.00;60.00;0.764;1.645370730
100.00;60.00;0.768;1.579824375
100.00;60.00;0.772;1.519175071
100.00;60.00;0.776;1.470863550
100.00;60.00;0.780;1.419460232
100.00;60.00;0.784;1.361643238
100.00;60.00;0.788;1.326925821
100.00;60.00;0.792;1.312732259
100.00;60.00;0.796;1.248155359
100.00;60.00;0.800;1.195062105
100.00;60.00;0.804;1.154010723
100.00;60.00;0.808;1.130489798
100.00;60.00;0.812;1.054988980
100.00;60.00;0.816;1.046519523
100.00;60.00;0.820;1.026544392
100.00;60.00;0.824;1.017110496
100.00;60.00;0.828;0.975028756
100.00;60.00;0.832;0.941295206
100.00;60.00;0.836;0.925334911
100.00;60.00;0.840;0.898836363
100.00;60.00;0.844;0.877825712
100.00;60.00;0.848;0.837863089
100.00;60.00;0.852;0.836685351
100.00;60.00;0.856;0.806600983
100.00;60.00;0.860;0.773057066
100.00;60.00;0.864;0.770997882
100.00;60.00;0.868;0.734502937
100.00;60.00;0.872;0.727964775
100.00;60.00;0.876;0.706016547
100.00;60.00;0.880;0.687422002
100.00;60.00;0.884;0.675455020
100.00;60.00;0.888;0.655864130
100.00;60.00;0.892;0.642492716
100.00;60.00;0.896;0.619061353
100.00;60.00;0.900;0.600676139
100.00;60.00;0.904;0.597564448
100.00;60.00;0.908;0.579105590
100.00;60.00;0.912;0.567137535
100.00;60.00;0.916;0.554477451
100.00;60.00;0.920;0.540874941
100.00;60.00;0.924;0.522257826
100.00;60.00;0.928;0.516655627
100.00;60.00;0.932;0.498848574
100.00;60.00;0.936;0.491399981
100.00;60.00;0.940;0.470868493
100.00;60.00;0.944;0.471376713
100.00;60.00;0.948;0.459672474
100.00;60.00;0.952;0.456767750
100.00;60.00;0.956;0.440874275
100.00;60.00;0.960;0.427205908
100.00;60.00;0.964;0.425748940
100.00;60.00;0.968;0.407247487
100.00;60.00;0.972;0.400238910
100.00;60.00;0.976;0.391991933
100.00;60.00;0.980;0.390772196
100.00;60.00;0.984;0.380139078
100.00;60.00;0.988;0.369290685
100.00;60.00;0.992;0.372560863
100.00;60.00;0.996;0.354890508
100.00;60.00;1.000;0.346887173
100.00;60.00;1.004;0.338728804
100.00;60.00;1.008;0.331654187
100.00;60.00;1.012;0.325859600
100.00;60.00;1.016;0.324883443
100.00;60.00;1.020;0.313228320
100.00;60.00;1.024;0.307722348
100.00;60.00;1.028;0.301891650
100.00;60.00;1.032;0.293796620
100.00;60.00;1.036;0.291472562
100.00;60.00;1.040;0.282747668
100.00;60.00;1.044;0.272229131
100.00;60.00;1.048;0.271695933
100.00;60.00;1.052;0.265664626
100.00;60.00;1.056;0.258035706
100.00;60.00;1.060;0.258620412
100.00;60.00;1.064;0.254908929
100.00;60.00;1.068;0.246091007
100.00;60.00;1.072;0.238856456
100.00;60.00;1.076;0.235838767
100.00;60.00;1.080;0.234744728
100.00;60.00;1.084;0.226544894
100.00;60.00;1.088;0.218881096
100.00;60.00;1.092;0.222371389
100.00;60.00;1.096;0.216454710
100.00;60.00;1.100;0.210079528
100.00;60.00;1.104;0.204645167
100.00;60.00;1.108;0.198708418
100.00;60.00;1.112;0.202495066
100.00;60.00;1.116;0.193757175
100.00;60.00;1.120;0.192297666
100.00;60.00;1.124;0.189554396
100.00;60.00;1.128;0.182470070
100.00;60.00;1.132;0.180614283
100.00;60.00;1.136;0.175524802
100.00;60.00;1.140;0.176005527
100.00;60.00;1.144;0.171724305
100.00;60.00;1.148;0.166192815
100.00;60.00;1.152;0.165744134
100.00;60.00;1.156;0.162530411
100.00;60.00;1.160;0.156321828
100.00;60.00;1.164;0.155438265
100.00;60.00;1.168;0.150536229
100.00;60.00;1.172;0.146944678
100.00;60.00;1.176;0.151181108
100.00;60.00;1.180;0.145344522
100.00;60.00;1.184;0.141998273
100.00;60.00;1.188;0.137452888
100.00;60.00;1.192;0.138140078
100.00;60.00;1.196;0.134135978
100.00;60.00;1.200;0.131059138
100.00;70.00;0.400;3.647340620
100.00;70.00;0.404;3.987765821
100.00;70.00;0.408;4.233965393
100.00;70.00;0.412;4.576013098
100.00;70.00;0.416;4.840279467
100.00;70.00;0.420;5.241840238
100.00;70.00;0.424;5.768154296
100.00;70.00;0.428;6.015008231
100.00;70.00;0.432;5.809627100
100.00;70.00;0.436;6.661992781
100.00;70.00;0.440;6.780791843
100.00;70.00;0.444;7.160335922
100.00;70.00;0.448;7.141859595
100.00;70.00;0.452;7.590133772
100.00;70.00;0.456;7.618908546
100.00;70.00;0.460;7.798054200
100.00;70.00;0.464;7.656166017
100.00;70.00;0.468;7.428722037
100.00;70.00;0.472;7.129604904
100.00;70.00;0.476;6.588571752
100.00;70.00;0.480;6.039091994
100.00;70.00;0.484;5.615526057
100.00;70.00;0.488;5.130169296
100.00;70.00;0.492;4.814531897
100.00;70.00;0.496;4.474418379
100.00;70.00;0.500;4.335554523
100.00;70.00;0.504;4.015072096
100.00;70.00;0.508;3.847948219
100.00;70.00;0.512;3.987593538
100.00;70.00;0.516;3.920873694
100.00;70.00;0.520;4.015566458
100.00;70.00;0.524;4.048134815
100.00;70.00;0.528;4.170691399
100.00;70.00;0.532;4.417581571
100.00;70.00;0.536;4.587686524
100.00;70.00;0.540;4.845165055
100.00;70.00;0.544;4.994734384
100.00;70.00;0.548;5.122414149
100.00;70.00;0.552;5.254956116
100.00;70.00;0.556;5.755970836
100.00;70.00;0.560;5.750630031
100.00;70.00;0.564;6.188622789
100.00;70.00;0.568;6.202645453
100.00;70.00;0.572;6.700099895
100.00;70.00;0.576;6.793660341
100.00;70.00;0.580;6.955300156
100.00;70.00;0.584;7.416555245
100.00;70.00;0.588;7.598952474
100.00;70.00;0.592;7.892909898
100.00;70.00;0.596;8.061286602
100.00;70.00;0.600;8.134453363
100.00;70.00;0.604;8.532135959
100.00;70.00;0.608;8.543243849
100.00;70.00;0.612;8.711048717
100.00;70.00;0.616;8.921877163
100.00;70.00;0.620;9.069702076
100.00;70.00;0.624;9.132368918
100.00;70.00;0.628;9.255583763
100.00;70.00;0.632;9.261063930
100.00;70.00;0.636;9.310437810
100.00;70.00;0.640;9.347258167
100.00;70.00;0.644;9.305748899
100.00;70.00;0.648;9.277108190
100.00;70.00;0.652;9.208545441
100.00;70.00;0.656;9.165557482
100.00;70.00;0.660;9.114432493
100.00;70.00;0.664;8.973240268
100.00;70.00;0.668;8.803830384
100.00;70.00;0.672;8.678649845
100.00;70.00;0.676;8.498929896
100.00;70.00;0.680;8.313422663
100.00;70.00;0.684;8.174050343
100.00;70.00;0.688;7.966038506
100.00;70.00;0.692;7.796622038
100.00;70.00;0.696;7.636748340
100.00;70.00;0.700;7.423663439
100.00;70.00;0.704;7.143610263
100.00;70.00;0.708;7.048830690
100.00;70.00;0.712;6.856922306
100.00;70.00;0.716;6.559682177
100.00;70.00;0.720;6.445902797
100.00;70.00;0.724;6.178763293
100.00;70.00;0.728;6.112645961
100.00;70.00;0.732;5.794488718
100.00;70.00;0.736;5.551353087
100.00;70.00;0.740;5.358051071
100.00;70.00;0.744;5.199198661
100.00;70.00;0.748;5.141632141
100.00;70.00;0.752;4.934467089
100.00;70.00;0.756;4.716079491
100.00;70.00;0.760;4.495262086
100.00;70.00;0.764;4.366466323
100.00;70.00;0.768;4.196071373
100.00;70.00;0.772;4.155411864
100.00;70.00;0.776;3.992945493
100.00;70.00;0.780;3.793720156
100.00;70.00;0.784;3.759220438
100.00;70.00;0.788;3.611698717
100.00;70.00;0.792;3.466298697
100.00;70.00;0.796;3.396063810
100.00;70.00;0.800;3.321733783
100.00;70.00;0.804;3.192805908
100.00;70.00;0.808;3.016727036
100.00;70.00;0.812;3.019482872
100.00;70.00;0.816;2.912224193
100.00;70.00;0.820;2.794141500
100.00;70.00;0.824;2.682288189
100.00;70.00;0.828;2.575216687
100.00;70.00;0.832;2.505530596
100.00;70.00;0.836;2.400684751
100.00;70.00;0.840;2.317743625
100.00;70.00;0.844;2.271857757
100.00;70.00;0.848;2.240592104
100.00;70.00;0.852;2.140422169
100.00;70.00;0.856;2.099144757
100.00;70.00;0.860;2.007263698
100.00;70.00;0.864;1.945532267
100.00;70.00;0.868;1.911652220
100.00;70.00;0.872;1.852892515
100.00;70.00;0.876;1.801575488
100.00;70.00;0.880;1.764423013
100.00;70.00;0.884;1.699802990
100.00;70.00;0.888;1.667592658
100.00;70.00;0.892;1.598969725
100.00;70.00;0.896;1.573188445
100.00;70.00;0.900;1.544621941
100.00;70.00;0.904;1.498147303
100.00;70.00;0.908;1.433174307
100.00;70.00;0.912;1.430687142
100.00;70.00;0.916;1.384094229
100.00;70.00;0.920;1.325183279
100.00;70.00;0.924;1.301564712
100.00;70.00;0.928;1.298281262
100.00;70.00;0.932;1.236647640
100.00;70.00;0.936;1.225998097
100.00;70.00;0.940;1.168613735
100.00;70.00;0.944;1.158694901
100.00;70.00;0.948;1.132448382
100.00;70.00;0.952;1.087985000
100.00;70.00;0.956;1.074301822
100.00;70.00;0.960;1.043972652
100.00;70.00;0.964;1.008669141
100.00;70.00;0.968;0.990634138
100.00;70.00;0.972;0.969812360
100.00;70.00;0.976;0.965784637
100.00;70.00;0.980;0.924322707
100.00;70.00;0.984;0.903878265
100.00;70.00;0.988;0.871003267
100.00;70.00;0.992;0.866599635
100.00;70.00;0.996;0.845978024
100.00;70.00;1.000;0.834249763
100.00;70.00;1.004;0.813715306
100.00;70.00;1.008;0.790129114
100.00;70.00;1.012;0.777072364
100.00;70.00;1.016;0.758498225
100.00;70.00;1.020;0.731523039
100.00;70.00;1.024;0.715025145
100.00;70.00;1.028;0.697081318
100.00;70.00;1.032;0.689489674
100.00;70.00;1.036;0.675971753
100.00;70.00;1.040;0.656460532
100.00;70.00;1.044;0.643410180
100.00;70.00;1.048;0.628607742
100.00;70.00;1.052;0.607694650
100.00;70.00;1.056;0.596153823
100.00;70.00;1.060;0.575601365
100.00;70.00;1.064;0.590176605
100.00;70.00;1.068;0.568314691
100.00;70.00;1.072;0.552651290
100.00;70.00;1.076;0.535406634
100.00;70.00;1.080;0.530395323
100.00;70.00;1.084;0.513274251
100.00;70.00;1.088;0.503196824
100.00;70.00;1.092;0.492681985
100.00;70.00;1.096;0.483375730
100.00;70.00;1.100;0.473306113
100.00;70.00;1.104;0.456997105
100.00;70.00;1.108;0.452671549
100.00;70.00;1.112;0.441919987
100.00;70.00;1.116;0.429623759
100.00;70.00;1.120;0.419808343
100.00;70.00;1.124;0.422868337
100.00;70.00;1.128;0.408165426
100.00;70.00;1.132;0.396809322
100.00;70.00;1.136;0.395757598
100.00;70.00;1.140;0.382982498
100.00;70.00;1.144;0.378716217
100.00;70.00;1.148;0.368585780
100.00;70.00;1.152;0.360193760
100.00;70.00;1.156;0.359639076
100.00;70.00;1.160;0.347822871
100.00;70.00;1.164;0.339364913
100.00;70.00;1.168;0.331462918
100.00;70.00;1.172;0.326579581
100.00;70.00;1.176;0.325458816
100.00;70.00;1.180;0.324142367
100.00;70.00;1.184;0.316237061
100.00;70.00;1.188;0.303585474
100.00;70.00;1.192;0.301454874
100.00;70.00;1.196;0.293797184
100.00;70.00;1.200;0.286223221
100.00;80.00;0.400;4.747222704
100.00;80.00;0.404;5.037482422
100.00;80.00;0.408;5.315094726
100.00;80.00;0.412;5.639972969
100.00;80.00;0.416;5.836953751
100.00;80.00;0.420;6.351565979
100.00;80.00;0.424;6.521203865
100.00;80.00;0.428;7.014779185
100.00;80.00;0.432;7.313550820
100.00;80.00;0.436;7.700341004
100.00;80.00;0.440;8.025783312
100.00;80.00;0.444;8.299807218
100.00;80.00;0.448;8.748922598
100.00;80.00;0.452;9.034043569
100.00;80.00;0.456;9.278180828
100.00;80.00;0.460;9.422935207
100.00;80.00;0.464;9.506225691
100.00;80.00;0.468;9.560230440
100.00;80.00;0.472;9.417267860
100.00;80.00;0.476;9.159620186
100.00;80.00;0.480;8.837389732
100.00;80.00;0.484;8.629102780
100.00;80.00;0.488;8.167958516
100.00;80.00;0.492;7.648970419
100.00;80.00;0.496;7.241980113
100.00;80.00;0.500;6.943373527
100.00;80.00;0.504;6.672023218
100.00;80.00;0.508;6.413074525
100.00;80.00;0.512;6.179350986
100.00;80.00;0.516;6.092677683
100.00;80.00;0.520;6.069271339
100.00;80.00;0.524;5.911259822
100.00;80.00;0.528;6.063513649
100.00;80.00;0.532;6.000676005
100.00;80.00;0.536;6.103758698
100.00;80.00;0.540;6.167635620
100.00;80.00;0.544;6.347369664
100.00;80.00;0.548;6.443270869
100.00;80.00;0.552;6.587226394
100.00;80.00;0.556;6.659135463
100.00;80.00;0.560;6.886286585
100.00;80.00;0.564;6.960411488
100.00;80.00;0.568;7.207111247
100.00;80.00;0.572;7.296796773
100.00;80.00;0.576;7.484272334
100.00;80.00;0.580;7.865004250
100.00;80.00;0.584;7.866593327
100.00;80.00;0.588;8.167136972
100.00;80.00;0.592;8.545214162
100.00;80.00;0.596;8.732925912
100.00;80.00;0.600;9.013236681
100.00;80.00;0.604;9.079965293
100.00;80.00;0.608;9.289016368
100.00;80.00;0.612;9.505544958
100.00;80.00;0.616;9.622919283
100.00;80.00;0.620;9.917353734
100.00;80.00;0.624;9.980990085
100.00;80.00;0.628;10.227353617
100.00;80.00;0.632;10.410795970
100.00;80.00;0.636;10.592068671
100.00;80.00;0.640;10.631680083
100.00;80.00;0.644;10.851640478
100.00;80.00;0.648;10.916748682
100.00;80.00;0.652;11.064411047
100.00;80.00;0.656;11.208009311
100.00;80.00;0.660;11.278798682
100.00;80.00;0.664;11.363675973
100.00;80.00;0.668;11.430872844
100.00;80.00;0.672;11.501256429
100.00;80.00;0.676;11.506883369
100.00;80.00;0.680;11.519511753
100.00;80.00;0.684;11.522541663
100.00;80.00;0.688;11.466731594
100.00;80.00;0.692;11.445942208
100.00;80.00;0.696;11.355923952
100.00;80.00;0.700;11.334394865
100.00;80.00;0.704;11.224129741
100.00;80.00;0.708;11.119725541
100.00;80.00;0.712;11.003407008
100.00;80.00;0.716;10.885508141
100.00;80.00;0.720;10.729131509
100.00;80.00;0.724;10.588391879
100.00;80.00;0.728;10.430740399
100.00;80.00;0.732;10.329480576
100.00;80.00;0.736;10.143069974
100.00;80.00;0.740;9.965881644
100.00;80.00;0.744;9.828530939
100.00;80.00;0.748;9.598697612
100.00;80.00;0.752;9.405627384
100.00;80.00;0.756;9.211245780
100.00;80.00;0.760;9.012565819
100.00;80.00;0.764;8.778646289
100.00;80.00;0.768;8.672815727
100.00;80.00;0.772;8.488779959
100.00;80.00;0.776;8.219448775
100.00;80.00;0.780;8.053898960
100.00;80.00;0.784;7.866524493
100.00;80.00;0.788;7.762662383
100.00;80.00;0.792;7.393900813
100.00;80.00;0.796;7.225254178
100.00;80.00;0.800;7.072605189
100.00;80.00;0.804;6.809605837
100.00;80.00;0.808;6.798931027
100.00;80.00;0.812;6.474568975
100.00;80.00;0.816;6.294003400
100.00;80.00;0.820;6.110049279
100.00;80.00;0.824;5.978715161
100.00;80.00;0.828;5.779171261
100.00;80.00;0.832;5.593958774
100.00;80.00;0.836;5.469269551
100.00;80.00;0.840;5.284184658
100.00;80.00;0.844;5.184570796
100.00;80.00;0.848;5.026323204
100.00;80.00;0.852;4.857622037
100.00;80.00;0.856;4.697432866
100.00;80.00;0.860;4.577072504
100.00;80.00;0.864;4.491539658
100.00;80.00;0.868;4.354321389
100.00;80.00;0.872;4.221988685
100.00;80.00;0.876;4.143271598
100.00;80.00;0.880;4.007164005
100.00;80.00;0.884;3.902566525
100.00;80.00;0.888;3.782313488
100.00;80.00;0.892;3.668719121
100.00;80.00;0.896;3.584271341
100.00;80.00;0.900;3.442192880
100.00;80.00;0.904;3.370975824
100.00;80.00;0.908;3.301430981
100.00;80.00;0.912;3.203094044
100.00;80.00;0.916;3.158685805
100.00;80.00;0.920;3.044785672
100.00;80.00;0.924;2.969987150
100.00;80.00;0.928;2.922244556
100.00;80.00;0.932;2.805815759
100.00;80.00;0.936;2.742008516
100.00;80.00;0.940;2.686299736
100.00;80.00;0.944;2.598328566
100.00;80.00;0.948;2.544047559
100.00;80.00;0.952;2.465847960
100.00;80.00;0.956;2.394913040
100.00;80.00;0.960;2.330810830
100.00;80.00;0.964;2.285762225
100.00;80.00;0.968;2.215873176
100.00;80.00;0.972;2.165341812
100.00;80.00;0.976;2.118712989
100.00;80.00;0.980;2.101986374
100.00;80.00;0.984;2.028389286
100.00;80.00;0.988;1.965747286
100.00;80.00;0.992;1.919832918
100.00;80.00;0.996;1.895419525
100.00;80.00;1.000;1.818742097
100.00;80.00;1.004;1.799863115
100.00;80.00;1.008;1.766065880
100.00;80.00;1.012;1.702060411
100.00;80.00;1.016;1.700238783
100.00;80.00;1.020;1.633696937
100.00;80.00;1.024;1.589034265
100.00;80.00;1.028;1.558141623
100.00;80.00;1.032;1.517636940
100.00;80.00;1.036;1.492709982
100.00;80.00;1.040;1.475491796
100.00;80.00;1.044;1.407527997
100.00;80.00;1.048;1.385211202
100.00;80.00;1.052;1.364078149
100.00;80.00;1.056;1.339421359
100.00;80.00;1.060;1.329534046
100.00;80.00;1.064;1.296898220
100.00;80.00;1.068;1.243303778
100.00;80.00;1.072;1.211062209
100.00;80.00;1.076;1.186268222
100.00;80.00;1.080;1.166557961
100.00;80.00;1.084;1.146741845
100.00;80.00;1.088;1.118168145
100.00;80.00;1.092;1.102159804
