altura;raio;lambda;scattering
140.00;80.00;1.108;1.308218175
140.00;80.00;1.112;1.276952131
140.00;80.00;1.116;1.258499247
140.00;80.00;1.120;1.232337554
140.00;80.00;1.124;1.218592380
140.00;80.00;1.128;1.190705517
140.00;80.00;1.132;1.179217798
140.00;80.00;1.136;1.148716173
140.00;80.00;1.140;1.119168648
140.00;80.00;1.144;1.103418263
140.00;80.00;1.148;1.080310891
140.00;80.00;1.152;1.064011919
140.00;80.00;1.156;1.055070537
140.00;80.00;1.160;1.027889799
140.00;80.00;1.164;1.009723545
140.00;80.00;1.168;0.993147920
140.00;80.00;1.172;0.976322859
140.00;80.00;1.176;0.954263995
140.00;80.00;1.180;0.937976256
140.00;80.00;1.184;0.913954823
140.00;80.00;1.188;0.904763943
140.00;80.00;1.192;0.883492533
140.00;80.00;1.196;0.868396419
140.00;80.00;1.200;0.851049595
140.00;90.00;0.400;6.912438669
140.00;90.00;0.404;7.278509925
140.00;90.00;0.408;7.590729738
140.00;90.00;0.412;7.957706503
140.00;90.00;0.416;8.355374618
140.00;90.00;0.420;8.665437089
140.00;90.00;0.424;8.868243504
140.00;90.00;0.428;9.199586880
140.00;90.00;0.432;9.554565099
140.00;90.00;0.436;10.160264183
140.00;90.00;0.440;10.663193484
140.00;90.00;0.444;10.956402254
140.00;90.00;0.448;11.474332884
140.00;90.00;0.452;12.067625002
140.00;90.00;0.456;12.306719386
140.00;90.00;0.460;12.821445034
140.00;90.00;0.464;13.146931799
140.00;90.00;0.468;13.620414663
140.00;90.00;0.472;13.999963439
140.00;90.00;0.476;14.517572584
140.00;90.00;0.480;14.846232265
140.00;90.00;0.484;15.191409004
140.00;90.00;0.488;15.556069495
140.00;90.00;0.492;15.857875549
140.00;90.00;0.496;16.156686131
140.00;90.00;0.500;16.364584126
140.00;90.00;0.504;16.491595815
140.00;90.00;0.508;16.592190252
140.00;90.00;0.512;16.585962148
140.00;90.00;0.516;16.546923258
140.00;90.00;0.520;16.436211925
140.00;90.00;0.524;16.192929314
140.00;90.00;0.528;15.892953672
140.00;90.00;0.532;15.529800545
140.00;90.00;0.536;15.078702819
140.00;90.00;0.540;14.828626572
140.00;90.00;0.544;14.317353617
140.00;90.00;0.548;13.731253790
140.00;90.00;0.552;13.486472952
140.00;90.00;0.556;13.078622456
140.00;90.00;0.560;12.719920009
140.00;90.00;0.564;12.437461805
140.00;90.00;0.568;12.000191025
140.00;90.00;0.572;11.759173810
140.00;90.00;0.576;11.777843399
140.00;90.00;0.580;11.564733272
140.00;90.00;0.584;11.300602282
140.00;90.00;0.588;11.319163209
140.00;90.00;0.592;11.281621180
140.00;90.00;0.596;11.266032323
140.00;90.00;0.600;11.305565010
140.00;90.00;0.604;11.274529330
140.00;90.00;0.608;11.315617461
140.00;90.00;0.612;11.276771007
140.00;90.00;0.616;11.498367620
140.00;90.00;0.620;11.501584463
140.00;90.00;0.624;11.611980378
140.00;90.00;0.628;11.787997280
140.00;90.00;0.632;11.872539488
140.00;90.00;0.636;11.962521714
140.00;90.00;0.640;12.226353681
140.00;90.00;0.644;12.229842524
140.00;90.00;0.648;12.341333523
140.00;90.00;0.652;12.559081621
140.00;90.00;0.656;12.634114611
140.00;90.00;0.660;12.833963883
140.00;90.00;0.664;12.890245675
140.00;90.00;0.668;13.061731056
140.00;90.00;0.672;13.237516614
140.00;90.00;0.676;13.266241497
140.00;90.00;0.680;13.435961598
140.00;90.00;0.684;13.448293265
140.00;90.00;0.688;13.570675566
140.00;90.00;0.692;13.669262269
140.00;90.00;0.696;13.812857331
140.00;90.00;0.700;13.850652135
140.00;90.00;0.704;13.859779214
140.00;90.00;0.708;13.909492524
140.00;90.00;0.712;14.013943603
140.00;90.00;0.716;14.020088521
140.00;90.00;0.720;14.051241015
140.00;90.00;0.724;14.104841245
140.00;90.00;0.728;13.989881843
140.00;90.00;0.732;14.077580128
140.00;90.00;0.736;14.076049055
140.00;90.00;0.740;14.038496913
140.00;90.00;0.744;13.986983769
140.00;90.00;0.748;13.978460386
140.00;90.00;0.752;13.904539562
140.00;90.00;0.756;13.830888952
140.00;90.00;0.760;13.790866843
140.00;90.00;0.764;13.711871189
140.00;90.00;0.768;13.687105471
140.00;90.00;0.772;13.563109401
140.00;90.00;0.776;13.493472344
140.00;90.00;0.780;13.334995251
140.00;90.00;0.784;13.200935596
140.00;90.00;0.788;13.048589357
140.00;90.00;0.792;12.970500798
140.00;90.00;0.796;12.695872807
140.00;90.00;0.800;12.555071771
140.00;90.00;0.804;12.392202276
140.00;90.00;0.808;12.369199828
140.00;90.00;0.812;12.302736473
140.00;90.00;0.816;11.892530260
140.00;90.00;0.820;11.751603545
140.00;90.00;0.824;11.541291923
140.00;90.00;0.828;11.383130508
140.00;90.00;0.832;11.103479515
140.00;90.00;0.836;10.916819442
140.00;90.00;0.840;10.755338135
140.00;90.00;0.844;10.485026422
140.00;90.00;0.848;10.344173277
140.00;90.00;0.852;10.202591061
140.00;90.00;0.856;10.109914925
140.00;90.00;0.860;9.825002853
140.00;90.00;0.864;9.656466308
140.00;90.00;0.868;9.409411194
140.00;90.00;0.872;9.272303131
140.00;90.00;0.876;9.035291612
140.00;90.00;0.880;8.882305442
140.00;90.00;0.884;8.780757491
140.00;90.00;0.888;8.499172815
140.00;90.00;0.892;8.361086675
140.00;90.00;0.896;8.155395729
140.00;90.00;0.900;8.012101795
140.00;90.00;0.904;7.846789345
140.00;90.00;0.908;7.629930304
140.00;90.00;0.912;7.472763644
140.00;90.00;0.916;7.295227235
140.00;90.00;0.920;7.156465249
140.00;90.00;0.924;7.053445085
140.00;90.00;0.928;6.840538658
140.00;90.00;0.932;6.698864143
140.00;90.00;0.936;6.521913203
140.00;90.00;0.940;6.391316118
140.00;90.00;0.944;6.255890097
140.00;90.00;0.948;6.149545444
140.00;90.00;0.952;5.987557626
140.00;90.00;0.956;5.865802060
140.00;90.00;0.960;5.708488950
140.00;90.00;0.964;5.583271763
140.00;90.00;0.968;5.466335015
140.00;90.00;0.972;5.328611958
140.00;90.00;0.976;5.211993280
140.00;90.00;0.980;5.141771532
140.00;90.00;0.984;5.035860906
140.00;90.00;0.988;4.951511778
140.00;90.00;0.992;4.805259609
140.00;90.00;0.996;4.698939612
140.00;90.00;1.000;4.553362360
140.00;90.00;1.004;4.526133092
140.00;90.00;1.008;4.423002572
140.00;90.00;1.012;4.291195350
140.00;90.00;1.016;4.204550940
140.00;90.00;1.020;4.080738564
140.00;90.00;1.024;4.039625955
140.00;90.00;1.028;3.953445069
140.00;90.00;1.032;3.869759859
140.00;90.00;1.036;3.750544344
140.00;90.00;1.040;3.690136950
140.00;90.00;1.044;3.585235505
140.00;90.00;1.048;3.520155593
140.00;90.00;1.052;3.444647553
140.00;90.00;1.056;3.384625027
140.00;90.00;1.060;3.302479293
140.00;90.00;1.064;3.312468233
140.00;90.00;1.068;3.184405942
140.00;90.00;1.072;3.086862736
140.00;90.00;1.076;3.030979049
140.00;90.00;1.080;2.970557043
140.00;90.00;1.084;2.920895415
140.00;90.00;1.088;2.855620975
140.00;90.00;1.092;2.803234883
140.00;90.00;1.096;2.769094580
140.00;90.00;1.100;2.700161310
140.00;90.00;1.104;2.647106189
140.00;90.00;1.108;2.590731548
140.00;90.00;1.112;2.555580998
140.00;90.00;1.116;2.505920497
140.00;90.00;1.120;2.445617712
140.00;90.00;1.124;2.381207928
140.00;90.00;1.128;2.343986575
140.00;90.00;1.132;2.304600295
140.00;90.00;1.136;2.253552780
140.00;90.00;1.140;2.230414665
140.00;90.00;1.144;2.154830245
140.00;90.00;1.148;2.127580081
140.00;90.00;1.152;2.072204650
140.00;90.00;1.156;2.063629328
140.00;90.00;1.160;2.007807081
140.00;90.00;1.164;1.982393496
140.00;90.00;1.168;1.938202597
140.00;90.00;1.172;1.897450300
140.00;90.00;1.176;1.863331844
140.00;90.00;1.180;1.819736823
140.00;90.00;1.184;1.791576136
140.00;90.00;1.188;1.750591400
140.00;90.00;1.192;1.730194421
140.00;90.00;1.196;1.716020400
140.00;90.00;1.200;1.659613622
140.00;100.00;0.400;7.894627402
140.00;100.00;0.404;8.174565523
140.00;100.00;0.408;8.472270953
140.00;100.00;0.412;9.033419902
140.00;100.00;0.416;9.338825506
140.00;100.00;0.420;9.701042528
140.00;100.00;0.424;10.069455912
140.00;100.00;0.428;10.478922886
140.00;100.00;0.432;11.002974967
140.00;100.00;0.436;11.384853294
140.00;100.00;0.440;11.789534407
140.00;100.00;0.444;12.203160396
140.00;100.00;0.448;12.734820112
140.00;100.00;0.452;13.052601795
140.00;100.00;0.456;13.405727515
140.00;100.00;0.460;13.873084248
140.00;100.00;0.464;14.233732709
140.00;100.00;0.468;14.620213273
140.00;100.00;0.472;15.143957909
140.00;100.00;0.476;15.368156528
140.00;100.00;0.480;15.926200991
140.00;100.00;0.484;16.255485066
140.00;100.00;0.488;16.499977714
140.00;100.00;0.492;16.944285923
140.00;100.00;0.496;17.367787256
140.00;100.00;0.500;17.608134378
140.00;100.00;0.504;17.959168396
140.00;100.00;0.508;18.296809833
140.00;100.00;0.512;18.529491573
140.00;100.00;0.516;18.680409389
140.00;100.00;0.520;18.823430521
140.00;100.00;0.524;18.951818898
140.00;100.00;0.528;18.968655761
140.00;100.00;0.532;18.906555003
140.00;100.00;0.536;18.755863245
140.00;100.00;0.540;18.563692145
140.00;100.00;0.544;18.450091834
140.00;100.00;0.548;18.091106856
140.00;100.00;0.552;17.712674960
140.00;100.00;0.556;17.301851028
140.00;100.00;0.560;16.878965924
140.00;100.00;0.564;16.734308334
140.00;100.00;0.568;16.250193903
140.00;100.00;0.572;15.815511883
140.00;100.00;0.576;15.460229957
140.00;100.00;0.580;15.173120248
140.00;100.00;0.584;14.893203693
140.00;100.00;0.588;14.635326099
140.00;100.00;0.592;14.327778194
140.00;100.00;0.596;14.123350728
140.00;100.00;0.600;13.866558044
140.00;100.00;0.604;13.801325327
140.00;100.00;0.608;13.709332642
140.00;100.00;0.612;13.543867100
140.00;100.00;0.616;13.579599542
140.00;100.00;0.620;13.464065406
140.00;100.00;0.624;13.390077648
140.00;100.00;0.628;13.430488121
140.00;100.00;0.632;13.487090936
140.00;100.00;0.636;13.441153199
140.00;100.00;0.640;13.582956057
140.00;100.00;0.644;13.547559900
140.00;100.00;0.648;13.617375067
140.00;100.00;0.652;13.644245548
140.00;100.00;0.656;13.767395206
140.00;100.00;0.660;13.821436905
140.00;100.00;0.664;13.962491540
140.00;100.00;0.668;14.106115097
140.00;100.00;0.672;14.167949864
140.00;100.00;0.676;14.296996190
140.00;100.00;0.680;14.332927537
140.00;100.00;0.684;14.465405014
140.00;100.00;0.688;14.598291278
140.00;100.00;0.692;14.803244516
140.00;100.00;0.696;14.870421874
140.00;100.00;0.700;15.047965239
140.00;100.00;0.704;15.093586670
140.00;100.00;0.708;15.195510088
140.00;100.00;0.712;15.409597035
140.00;100.00;0.716;15.475344549
140.00;100.00;0.720;15.591446742
140.00;100.00;0.724;15.732746944
140.00;100.00;0.728;15.807808817
140.00;100.00;0.732;15.935017694
140.00;100.00;0.736;15.963777564
140.00;100.00;0.740;16.108064800
140.00;100.00;0.744;16.208319575
140.00;100.00;0.748;16.275135808
140.00;100.00;0.752;16.327579115
140.00;100.00;0.756;16.402987718
140.00;100.00;0.760;16.480330977
140.00;100.00;0.764;16.520909925
140.00;100.00;0.768;16.564953850
140.00;100.00;0.772;16.636854939
140.00;100.00;0.776;16.626122122
140.00;100.00;0.780;16.675545892
140.00;100.00;0.784;16.632185117
140.00;100.00;0.788;16.581596112
140.00;100.00;0.792;16.618680733
140.00;100.00;0.796;16.634579782
140.00;100.00;0.800;16.578015720
140.00;100.00;0.804;16.584214172
140.00;100.00;0.808;16.542076741
140.00;100.00;0.812;16.444193256
140.00;100.00;0.816;16.404924134
140.00;100.00;0.820;16.227181565
140.00;100.00;0.824;16.189222041
140.00;100.00;0.828;16.102274681
140.00;100.00;0.832;15.959908245
140.00;100.00;0.836;15.893367558
140.00;100.00;0.840;15.727359399
140.00;100.00;0.844;15.608019536
140.00;100.00;0.848;15.473991464
140.00;100.00;0.852;15.361258035
140.00;100.00;0.856;15.222251035
140.00;100.00;0.860;15.091243677
140.00;100.00;0.864;14.888897710
140.00;100.00;0.868;14.654821287
140.00;100.00;0.872;14.619990715
140.00;100.00;0.876;14.535129828
140.00;100.00;0.880;14.216566331
140.00;100.00;0.884;14.049005631
140.00;100.00;0.888;13.861343525
140.00;100.00;0.892;13.679298738
140.00;100.00;0.896;13.483385390
140.00;100.00;0.900;13.236126290
140.00;100.00;0.904;13.057207704
140.00;100.00;0.908;12.823341644
140.00;100.00;0.912;12.669895269
140.00;100.00;0.916;12.484333680
140.00;100.00;0.920;12.294863259
140.00;100.00;0.924;12.073529633
140.00;100.00;0.928;11.842307619
140.00;100.00;0.932;11.700179450
140.00;100.00;0.936;11.523442627
140.00;100.00;0.940;11.323244548
140.00;100.00;0.944;11.123793243
140.00;100.00;0.948;10.909803496
140.00;100.00;0.952;10.602002970
140.00;100.00;0.956;10.435484285
140.00;100.00;0.960;10.332214847
140.00;100.00;0.964;10.028768125
140.00;100.00;0.968;9.916440333
140.00;100.00;0.972;9.629114211
140.00;100.00;0.976;9.484163557
140.00;100.00;0.980;9.387063530
140.00;100.00;0.984;9.205804465
140.00;100.00;0.988;8.997786902
140.00;100.00;0.992;8.812060310
140.00;100.00;0.996;8.704085799
140.00;100.00;1.000;8.491802336
140.00;100.00;1.004;8.321887248
140.00;100.00;1.008;8.171118899
140.00;100.00;1.012;8.009055387
140.00;100.00;1.016;7.832744766
140.00;100.00;1.020;7.660466248
140.00;100.00;1.024;7.476430661
140.00;100.00;1.028;7.392591422
140.00;100.00;1.032;7.226583700
140.00;100.00;1.036;7.072038468
140.00;100.00;1.040;6.921863609
140.00;100.00;1.044;6.693599785
140.00;100.00;1.048;6.711828063
140.00;100.00;1.052;6.537676092
140.00;100.00;1.056;6.439020822
140.00;100.00;1.060;6.288765329
140.00;100.00;1.064;6.227835442
140.00;100.00;1.068;6.083317662
140.00;100.00;1.072;5.902704832
140.00;100.00;1.076;5.769886956
140.00;100.00;1.080;5.600619926
140.00;100.00;1.084;5.513628519
140.00;100.00;1.088;5.424019882
140.00;100.00;1.092;5.305109635
140.00;100.00;1.096;5.162436440
140.00;100.00;1.100;5.085814997
140.00;100.00;1.104;5.055783531
140.00;100.00;1.108;4.890371568
140.00;100.00;1.112;4.763503213
140.00;100.00;1.116;4.660777670
140.00;100.00;1.120;4.588608188
140.00;100.00;1.124;4.509725273
140.00;100.00;1.128;4.449520991
140.00;100.00;1.132;4.381100235
140.00;100.00;1.136;4.293211704
140.00;100.00;1.140;4.164561402
140.00;100.00;1.144;4.107699768
140.00;100.00;1.148;3.970931271
140.00;100.00;1.152;3.932647659
140.00;100.00;1.156;3.875589609
140.00;100.00;1.160;3.823623091
140.00;100.00;1.164;3.736599402
140.00;100.00;1.168;3.619000717
140.00;100.00;1.172;3.589119274
140.00;100.00;1.176;3.482864877
140.00;100.00;1.180;3.428927414
140.00;100.00;1.184;3.361871649
140.00;100.00;1.188;3.315269610
140.00;100.00;1.192;3.260577815
140.00;100.00;1.196;3.185766059
140.00;100.00;1.200;3.122559424
140.00;110.00;0.400;9.426698150
140.00;110.00;0.404;9.668992314
140.00;110.00;0.408;9.926546765
140.00;110.00;0.412;10.262281693
140.00;110.00;0.416;10.768486201
140.00;110.00;0.420;11.121559322
140.00;110.00;0.424;11.450654815
140.00;110.00;0.428;11.935728056
140.00;110.00;0.432;12.257562523
140.00;110.00;0.436;12.842431265
140.00;110.00;0.440;13.161641266
140.00;110.00;0.444;13.449263065
140.00;110.00;0.448;13.971503913
140.00;110.00;0.452;14.400220608
140.00;110.00;0.456;14.725866399
140.00;110.00;0.460;15.110942043
140.00;110.00;0.464;15.482203977
140.00;110.00;0.468;15.852858620
140.00;110.00;0.472;16.309892334
140.00;110.00;0.476;16.611975727
140.00;110.00;0.480;17.017164987
140.00;110.00;0.484;17.304195941
140.00;110.00;0.488;17.660280096
140.00;110.00;0.492;18.115785583
140.00;110.00;0.496;18.501475482
140.00;110.00;0.500;18.833843340
140.00;110.00;0.504;19.139248580
140.00;110.00;0.508;19.420790580
140.00;110.00;0.512;19.771487071
140.00;110.00;0.516;20.135184961
140.00;110.00;0.520;20.271872640
140.00;110.00;0.524;20.584218579
140.00;110.00;0.528;20.782954842
140.00;110.00;0.532;20.971810662
140.00;110.00;0.536;21.018957909
140.00;110.00;0.540;21.153319247
140.00;110.00;0.544;21.109202547
140.00;110.00;0.548;21.081479585
140.00;110.00;0.552;20.964788801
140.00;110.00;0.556;20.810638288
140.00;110.00;0.560;20.440369763
140.00;110.00;0.564;20.288702885
140.00;110.00;0.568;20.086572213
140.00;110.00;0.572;19.822788395
140.00;110.00;0.576;19.579673006
140.00;110.00;0.580;19.130766529
140.00;110.00;0.584;18.858604135
140.00;110.00;0.588;18.451923389
140.00;110.00;0.592;18.135751407
140.00;110.00;0.596;17.691378438
140.00;110.00;0.600;17.435062200
140.00;110.00;0.604;17.070248308
140.00;110.00;0.608;16.829165731
140.00;110.00;0.612;16.620904846
140.00;110.00;0.616;16.396496285
140.00;110.00;0.620;16.192863048
140.00;110.00;0.624;16.040835499
140.00;110.00;0.628;15.926037160
140.00;110.00;0.632;15.811293285
140.00;110.00;0.636;15.807867077
140.00;110.00;0.640;15.541514416
140.00;110.00;0.644;15.543745147
140.00;110.00;0.648;15.510323159
140.00;110.00;0.652;15.413302185
140.00;110.00;0.656;15.412781099
140.00;110.00;0.660;15.401488668
140.00;110.00;0.664;15.456660841
140.00;110.00;0.668;15.564837094
140.00;110.00;0.672;15.598347758
140.00;110.00;0.676;15.718150141
140.00;110.00;0.680;15.710552151
140.00;110.00;0.684;15.604508745
140.00;110.00;0.688;15.896471095
140.00;110.00;0.692;15.862504090
140.00;110.00;0.696;16.026629563
140.00;110.00;0.700;16.039018268
140.00;110.00;0.704;16.243601893
140.00;110.00;0.708;16.177154185
140.00;110.00;0.712;16.427685542
140.00;110.00;0.716;16.463386932
140.00;110.00;0.720;16.623944637
140.00;110.00;0.724;16.743433453
140.00;110.00;0.728;16.789724685
140.00;110.00;0.732;17.010876199
140.00;110.00;0.736;17.117756399
140.00;110.00;0.740;17.297651987
140.00;110.00;0.744;17.342512600
140.00;110.00;0.748;17.496928426
140.00;110.00;0.752;17.662097679
140.00;110.00;0.756;17.821557629
140.00;110.00;0.760;17.861120359
140.00;110.00;0.764;18.009840173
140.00;110.00;0.768;18.177238565
140.00;110.00;0.772;18.257914833
140.00;110.00;0.776;18.376419451
140.00;110.00;0.780;18.487753023
140.00;110.00;0.784;18.580526337
140.00;110.00;0.788;18.650503830
140.00;110.00;0.792;18.707758228
140.00;110.00;0.796;18.855717940
140.00;110.00;0.800;18.912853545
140.00;110.00;0.804;18.996620063
140.00;110.00;0.808;19.082758082
140.00;110.00;0.812;18.751112399
140.00;110.00;0.816;19.095105721
140.00;110.00;0.820;19.187216271
140.00;110.00;0.824;19.241088095
140.00;110.00;0.828;19.243641615
140.00;110.00;0.832;19.289266548
140.00;110.00;0.836;19.337486207
140.00;110.00;0.840;19.254447549
140.00;110.00;0.844;19.310372510
140.00;110.00;0.848;19.288160174
140.00;110.00;0.852;19.339186142
140.00;110.00;0.856;19.255153950
140.00;110.00;0.860;19.234331780
140.00;110.00;0.864;19.252155714
140.00;110.00;0.868;19.228183199
140.00;110.00;0.872;19.108322112
140.00;110.00;0.876;19.114797951
140.00;110.00;0.880;18.912220156
140.00;110.00;0.884;18.775539743
140.00;110.00;0.888;18.719600303
140.00;110.00;0.892;18.692977651
140.00;110.00;0.896;18.553014039
140.00;110.00;0.900;18.414595443
140.00;110.00;0.904;18.316865648
140.00;110.00;0.908;18.152062730
140.00;110.00;0.912;18.098533079
140.00;110.00;0.916;17.904086572
140.00;110.00;0.920;17.659065972
140.00;110.00;0.924;17.566531611
140.00;110.00;0.928;17.362231121
140.00;110.00;0.932;17.210533512
140.00;110.00;0.936;17.053708736
140.00;110.00;0.940;16.974014213
140.00;110.00;0.944;16.754723687
140.00;110.00;0.948;16.504694539
140.00;110.00;0.952;16.318746000
140.00;110.00;0.956;16.084563765
140.00;110.00;0.960;15.996028709
140.00;110.00;0.964;15.708263599
140.00;110.00;0.968;15.480255972
140.00;110.00;0.972;15.205018428
140.00;110.00;0.976;15.032510172
140.00;110.00;0.980;15.049975457
140.00;110.00;0.984;14.738724501
140.00;110.00;0.988;14.555493357
140.00;110.00;0.992;14.362344251
140.00;110.00;0.996;14.070892026
140.00;110.00;1.000;13.877344579
140.00;110.00;1.004;13.749070813
140.00;110.00;1.008;13.348238225
140.00;110.00;1.012;13.246096455
140.00;110.00;1.016;12.936479011
140.00;110.00;1.020;12.797233678
140.00;110.00;1.024;12.514579143
140.00;110.00;1.028;12.294487292
140.00;110.00;1.032;12.159855239
140.00;110.00;1.036;12.011671306
140.00;110.00;1.040;11.575526337
140.00;110.00;1.044;11.570946397
140.00;110.00;1.048;11.310935045
140.00;110.00;1.052;11.156862577
140.00;110.00;1.056;10.924057018
140.00;110.00;1.060;10.723152695
140.00;110.00;1.064;10.696612505
140.00;110.00;1.068;10.634357955
140.00;110.00;1.072;10.040282462
140.00;110.00;1.076;9.887430611
140.00;110.00;1.080;9.713594267
140.00;110.00;1.084;9.593350742
140.00;110.00;1.088;9.390443356
140.00;110.00;1.092;9.169521630
140.00;110.00;1.096;9.065658270
140.00;110.00;1.100;8.877642583
140.00;110.00;1.104;8.710443870
140.00;110.00;1.108;8.582578305
140.00;110.00;1.112;8.503603173
140.00;110.00;1.116;8.270863711
140.00;110.00;1.120;8.077172457
140.00;110.00;1.124;7.932440268
140.00;110.00;1.128;7.813593921
140.00;110.00;1.132;7.728444605
140.00;110.00;1.136;7.539521071
140.00;110.00;1.140;7.386042887
140.00;110.00;1.144;7.259890041
140.00;110.00;1.148;7.175182174
140.00;110.00;1.152;7.031995260
140.00;110.00;1.156;6.883002342
140.00;110.00;1.160;6.773956105
140.00;110.00;1.164;6.598292104
140.00;110.00;1.168;6.522079997
140.00;110.00;1.172;6.407064853
140.00;110.00;1.176;6.242409933
140.00;110.00;1.180;6.108451443
140.00;110.00;1.184;6.011469518
140.00;110.00;1.188;5.889709495
140.00;110.00;1.192;5.752687424
140.00;110.00;1.196;5.648596614
140.00;110.00;1.200;5.577920117
140.00;120.00;0.400;11.127320369
140.00;120.00;0.404;11.194132534
140.00;120.00;0.408;11.399232057
140.00;120.00;0.412;11.864737820
140.00;120.00;0.416;12.150037761
140.00;120.00;0.420;12.696300204
140.00;120.00;0.424;12.965056489
140.00;120.00;0.428;13.359970724
140.00;120.00;0.432;13.893639791
140.00;120.00;0.436;14.324126216
140.00;120.00;0.440;14.699398142
140.00;120.00;0.444;15.001028846
140.00;120.00;0.448;15.504520843
140.00;120.00;0.452;15.815057905
140.00;120.00;0.456;16.153424992
140.00;120.00;0.460;16.416461356
140.00;120.00;0.464;16.743012714
140.00;120.00;0.468;17.175542878
140.00;120.00;0.472;17.425676199
140.00;120.00;0.476;17.855369449
140.00;120.00;0.480;18.243964282
140.00;120.00;0.484;18.585080153
140.00;120.00;0.488;18.853008154
140.00;120.00;0.492;19.206375354
140.00;120.00;0.496;19.591173640
140.00;120.00;0.500;19.894439914
140.00;120.00;0.504;20.317409480
140.00;120.00;0.508;20.650266862
140.00;120.00;0.512;21.128670260
140.00;120.00;0.516;21.336644117
140.00;120.00;0.520;21.659950770
140.00;120.00;0.524;21.924469533
140.00;120.00;0.528;22.159164873
140.00;120.00;0.532;22.435993009
140.00;120.00;0.536;22.576138339
140.00;120.00;0.540;22.852458555
140.00;120.00;0.544;22.963938664
140.00;120.00;0.548;23.082292356
140.00;120.00;0.552;23.227030040
140.00;120.00;0.556;23.299531478
140.00;120.00;0.560;23.236348439
140.00;120.00;0.564;23.210948075
140.00;120.00;0.568;23.183573822
140.00;120.00;0.572;22.936906309
140.00;120.00;0.576;22.995271009
140.00;120.00;0.580;22.687041632
140.00;120.00;0.584;22.391900649
140.00;120.00;0.588;22.190409878
140.00;120.00;0.592;21.919403426
140.00;120.00;0.596;21.521693077
140.00;120.00;0.600;21.188480718
140.00;120.00;0.604;20.909521048
140.00;120.00;0.608;20.606342122
140.00;120.00;0.612;20.219391880
140.00;120.00;0.616;19.972517074
140.00;120.00;0.620;19.596491979
140.00;120.00;0.624;19.513201457
140.00;120.00;0.628;19.149815945
140.00;120.00;0.632;18.902189790
140.00;120.00;0.636;18.798513232
140.00;120.00;0.640;18.542404696
140.00;120.00;0.644;18.443361402
140.00;120.00;0.648;18.262149593
140.00;120.00;0.652;18.121913274
140.00;120.00;0.656;18.035781211
140.00;120.00;0.660;17.863978606
140.00;120.00;0.664;17.853672401
140.00;120.00;0.668;17.738784590
140.00;120.00;0.672;17.728153614
140.00;120.00;0.676;17.697030146
140.00;120.00;0.680;17.676749596
140.00;120.00;0.684;17.617568753
140.00;120.00;0.688;17.640265711
140.00;120.00;0.692;17.682723275
140.00;120.00;0.696;17.706498652
140.00;120.00;0.700;17.705711162
140.00;120.00;0.704;17.651109296
140.00;120.00;0.708;17.747113966
140.00;120.00;0.712;17.817573162
140.00;120.00;0.716;17.927796945
140.00;120.00;0.720;17.930637606
140.00;120.00;0.724;17.986964366
140.00;120.00;0.728;18.070813967
140.00;120.00;0.732;18.210229588
140.00;120.00;0.736;18.353142154
140.00;120.00;0.740;18.495048301
140.00;120.00;0.744;18.570555559
140.00;120.00;0.748;18.700486454
140.00;120.00;0.752;18.736726288
140.00;120.00;0.756;18.868624667
140.00;120.00;0.760;18.994744047
140.00;120.00;0.764;19.194877507
140.00;120.00;0.768;19.317788521
140.00;120.00;0.772;19.427605605
140.00;120.00;0.776;19.496481414
140.00;120.00;0.780;19.756111995
140.00;120.00;0.784;19.841620185
140.00;120.00;0.788;19.954657200
140.00;120.00;0.792;20.092805186
140.00;120.00;0.796;20.217661121
140.00;120.00;0.800;20.335878031
140.00;120.00;0.804;20.503090634
140.00;120.00;0.808;20.585320694
140.00;120.00;0.812;20.974738080
140.00;120.00;0.816;20.901045206
140.00;120.00;0.820;20.959323244
140.00;120.00;0.824;21.061958259
140.00;120.00;0.828;21.192638664
140.00;120.00;0.832;21.301440635
140.00;120.00;0.836;21.439319249
140.00;120.00;0.840;21.463978886
140.00;120.00;0.844;21.592998298
140.00;120.00;0.848;21.644996783
140.00;120.00;0.852;21.763513196
140.00;120.00;0.856;21.818538277
140.00;120.00;0.860;21.864245004
140.00;120.00;0.864;21.972954365
140.00;120.00;0.868;22.097497716
140.00;120.00;0.872;22.131796987
140.00;120.00;0.876;22.169211293
140.00;120.00;0.880;22.190467463
140.00;120.00;0.884;22.206592479
140.00;120.00;0.888;22.274625655
140.00;120.00;0.892;22.304089764
140.00;120.00;0.896;22.271238002
140.00;120.00;0.900;22.285939656
140.00;120.00;0.904;22.273772375
140.00;120.00;0.908;22.202257947
140.00;120.00;0.912;22.203137998
140.00;120.00;0.916;22.176940620
140.00;120.00;0.920;22.197662232
140.00;120.00;0.924;22.113588946
140.00;120.00;0.928;22.051841405
140.00;120.00;0.932;21.980381792
140.00;120.00;0.936;21.874314847
140.00;120.00;0.940;21.975825748
140.00;120.00;0.944;21.701032577
140.00;120.00;0.948;21.585913289
140.00;120.00;0.952;21.496275420
140.00;120.00;0.956;21.601842688
140.00;120.00;0.960;21.326461594
140.00;120.00;0.964;21.129912093
140.00;120.00;0.968;20.978485796
140.00;120.00;0.972;20.947891614
140.00;120.00;0.976;20.624918033
140.00;120.00;0.980;20.865004547
140.00;120.00;0.984;20.527000689
140.00;120.00;0.988;20.283488872
140.00;120.00;0.992;20.215549215
140.00;120.00;0.996;19.854984329
