altura;raio;lambda;scattering
110.00;50.00;0.620;2.463320898
110.00;50.00;0.624;2.466015351
110.00;50.00;0.628;2.389063301
110.00;50.00;0.632;2.350054305
110.00;50.00;0.636;2.265547987
110.00;50.00;0.640;2.172675147
110.00;50.00;0.644;2.10842228
110.00;50.00;0.648;1.990356939
110.00;50.00;0.652;1.891942301
110.00;50.00;0.656;1.809170508
110.00;50.00;0.660;1.714927881
110.00;50.00;0.664;1.632182903
110.00;50.00;0.668;1.527048083
110.00;50.00;0.672;1.428728258
110.00;50.00;0.676;1.361151309
110.00;50.00;0.680;1.281342682
110.00;50.00;0.684;1.221074046
110.00;50.00;0.688;1.146696208
110.00;50.00;0.692;1.10441227
110.00;50.00;0.696;1.035119435
110.00;50.00;0.700;0.9974297447
110.00;50.00;0.704;0.9374672351
110.00;50.00;0.708;0.9064090648
110.00;50.00;0.712;0.8637778509
110.00;50.00;0.716;0.8116590394
110.00;50.00;0.720;0.7898502737
110.00;50.00;0.724;0.7442182271
110.00;50.00;0.728;0.7194451368
110.00;50.00;0.732;0.6789392237
110.00;50.00;0.736;0.6514865108
110.00;50.00;0.740;0.623551456
110.00;50.00;0.744;0.6076691864
110.00;50.00;0.748;0.5825422106
110.00;50.00;0.752;0.5670162254
110.00;50.00;0.756;0.545649562
110.00;50.00;0.760;0.523568352
110.00;50.00;0.764;0.5082841422
110.00;50.00;0.768;0.4910919757
110.00;50.00;0.772;0.4756319857
110.00;50.00;0.776;0.4580642621
110.00;50.00;0.780;0.4430605509
110.00;50.00;0.784;0.4333263905
110.00;50.00;0.788;0.4184986272
110.00;50.00;0.792;0.4061060677
110.00;50.00;0.796;0.3954653858
110.00;50.00;0.800;0.3869737241
110.00;50.00;0.804;0.3738563391
110.00;50.00;0.808;0.3641157762
110.00;50.00;0.812;0.3504152888
110.00;50.00;0.816;0.3474419102
110.00;50.00;0.820;0.3383403653
110.00;50.00;0.824;0.326798005
110.00;50.00;0.828;0.3192298667
110.00;50.00;0.832;0.310895011
110.00;50.00;0.836;0.3084136423
110.00;50.00;0.840;0.2952264108
110.00;50.00;0.844;0.2894230263
110.00;50.00;0.848;0.2828888767
110.00;50.00;0.852;0.2746878091
110.00;50.00;0.856;0.2713948845
110.00;50.00;0.860;0.2669189225
110.00;50.00;0.864;0.2607368034
110.00;50.00;0.868;0.2540215328
110.00;50.00;0.872;0.2503281198
110.00;50.00;0.876;0.2466311327
110.00;50.00;0.880;0.2348210103
110.00;50.00;0.884;0.2339068301
110.00;50.00;0.888;0.2289189698
110.00;50.00;0.892;0.2254823405
110.00;50.00;0.896;0.2185037724
110.00;50.00;0.900;0.2186830031
110.00;50.00;0.904;0.2117383422
110.00;50.00;0.908;0.2100039
110.00;50.00;0.912;0.2021718005
110.00;50.00;0.916;0.1992837023
110.00;50.00;0.920;0.1922798681
110.00;50.00;0.924;0.1952933202
110.00;50.00;0.928;0.1889082495
110.00;50.00;0.932;0.183593631
110.00;50.00;0.936;0.1815918492
110.00;50.00;0.940;0.1804917186
110.00;50.00;0.944;0.1769491596
110.00;50.00;0.948;0.1702346691
110.00;50.00;0.952;0.1677375675
110.00;50.00;0.956;0.167370215
110.00;50.00;0.960;0.1611414665
110.00;50.00;0.964;0.1605037919
110.00;50.00;0.968;0.1541555038
110.00;50.00;0.972;0.1522209291
110.00;50.00;0.976;0.1497875536
110.00;50.00;0.980;0.1470732497
110.00;50.00;0.984;0.1432300737
110.00;50.00;0.988;0.1417262388
110.00;50.00;0.992;0.1406689348
110.00;50.00;0.996;0.134959456
110.00;50.00;1.000;0.1346500866
110.00;50.00;1.004;0.1327638027
110.00;50.00;1.008;0.1309237541
110.00;50.00;1.012;0.1246473988
110.00;50.00;1.016;0.1240815008
110.00;50.00;1.020;0.1236080913
110.00;50.00;1.024;0.11885658
110.00;50.00;1.028;0.1189647
110.00;50.00;1.032;0.118406088
110.00;50.00;1.036;0.1122412792
110.00;50.00;1.040;0.1134385906
110.00;50.00;1.044;0.1101238428
110.00;50.00;1.048;0.1075096639
110.00;50.00;1.052;0.1059350516
110.00;50.00;1.056;0.1042864368
110.00;50.00;1.060;0.102939368
110.00;50.00;1.064;0.101960541
110.00;50.00;1.068;0.100592869
110.00;50.00;1.072;0.09726774734
110.00;50.00;1.076;0.0914245615
110.00;50.00;1.080;0.09284640232
110.00;50.00;1.084;0.09023385405
110.00;50.00;1.088;0.08941816222
110.00;50.00;1.092;0.08797361833
110.00;50.00;1.096;0.08920680435
110.00;50.00;1.100;0.08659297796
110.00;50.00;1.104;0.08415561779
110.00;50.00;1.108;0.08226999195
110.00;50.00;1.112;0.08169047727
110.00;50.00;1.116;0.07911359426
110.00;50.00;1.120;0.07939153382
110.00;50.00;1.124;0.07637098321
110.00;50.00;1.128;0.07511153875
110.00;50.00;1.132;0.07596693557
110.00;50.00;1.136;0.07374224609
110.00;50.00;1.140;0.07271400202
110.00;50.00;1.144;0.06932548147
110.00;50.00;1.148;0.07020526973
110.00;50.00;1.152;0.06707107101
110.00;50.00;1.156;0.06577849203
110.00;50.00;1.160;0.06599643389
110.00;50.00;1.164;0.06465282452
110.00;50.00;1.168;0.06291416579
110.00;50.00;1.172;0.06193666431
110.00;50.00;1.176;0.06148843659
110.00;50.00;1.180;0.06067777898
110.00;50.00;1.184;0.05891502523
110.00;50.00;1.188;0.05781809073
110.00;50.00;1.192;0.05711684011
110.00;50.00;1.196;0.05649994642
110.00;50.00;1.200;0.05473993259
110.00;60.00;0.400;2.37350347
110.00;60.00;0.404;2.343110963
110.00;60.00;0.408;2.310668556
110.00;60.00;0.412;2.284592125
110.00;60.00;0.416;2.251529191
110.00;60.00;0.420;2.222803608
110.00;60.00;0.424;2.198213812
110.00;60.00;0.428;2.167200596
110.00;60.00;0.432;2.137762221
110.00;60.00;0.436;2.107723096
110.00;60.00;0.440;2.086094109
110.00;60.00;0.444;2.05408416
110.00;60.00;0.448;2.03726036
110.00;60.00;0.452;2.009676239
110.00;60.00;0.456;1.985308433
110.00;60.00;0.460;1.961719438
110.00;60.00;0.464;1.936215361
110.00;60.00;0.468;1.923153149
110.00;60.00;0.472;1.902051375
110.00;60.00;0.476;1.882799108
110.00;60.00;0.480;1.875848437
110.00;60.00;0.484;1.862591644
110.00;60.00;0.488;1.853512281
110.00;60.00;0.492;1.841665491
110.00;60.00;0.496;1.835171045
110.00;60.00;0.500;1.83914002
110.00;60.00;0.504;1.831163988
110.00;60.00;0.508;1.842137831
110.00;60.00;0.512;1.841085243
110.00;60.00;0.516;1.856706928
110.00;60.00;0.520;1.8551403
110.00;60.00;0.524;1.862801709
110.00;60.00;0.528;1.876094706
110.00;60.00;0.532;1.882130427
110.00;60.00;0.536;1.912735418
110.00;60.00;0.540;1.912235319
110.00;60.00;0.544;1.924668732
110.00;60.00;0.548;1.936871158
110.00;60.00;0.552;1.945627119
110.00;60.00;0.556;2.010476631
110.00;60.00;0.560;2.038000104
110.00;60.00;0.564;2.068097051
110.00;60.00;0.568;2.120659618
110.00;60.00;0.572;2.216350392
110.00;60.00;0.576;2.398051053
110.00;60.00;0.580;2.420335092
110.00;60.00;0.584;2.613040995
110.00;60.00;0.588;2.75205917
110.00;60.00;0.592;2.933145896
110.00;60.00;0.596;3.220300059
110.00;60.00;0.600;3.423950484
110.00;60.00;0.604;3.653481427
110.00;60.00;0.608;3.959100923
110.00;60.00;0.612;4.288494474
110.00;60.00;0.616;4.402669173
110.00;60.00;0.620;4.726304892
110.00;60.00;0.624;4.874625642
110.00;60.00;0.628;5.027884875
110.00;60.00;0.632;5.193744271
110.00;60.00;0.636;5.257404906
110.00;60.00;0.640;5.269900123
110.00;60.00;0.644;5.292366027
110.00;60.00;0.648;5.240382798
110.00;60.00;0.652;5.181999945
110.00;60.00;0.656;5.060819222
110.00;60.00;0.660;4.91626543
110.00;60.00;0.664;4.68747479
110.00;60.00;0.668;4.606955771
110.00;60.00;0.672;4.338431495
110.00;60.00;0.676;4.237733679
110.00;60.00;0.680;4.065947716
110.00;60.00;0.684;3.873176714
110.00;60.00;0.688;3.827083054
110.00;60.00;0.692;3.61796327
110.00;60.00;0.696;3.414722951
110.00;60.00;0.700;3.260328028
110.00;60.00;0.704;3.140871903
110.00;60.00;0.708;2.959021908
110.00;60.00;0.712;2.800395485
110.00;60.00;0.716;2.693081873
110.00;60.00;0.720;2.561191724
110.00;60.00;0.724;2.448604531
110.00;60.00;0.728;2.375634153
110.00;60.00;0.732;2.243828058
110.00;60.00;0.736;2.199420873
110.00;60.00;0.740;2.090141578
110.00;60.00;0.744;2.035964513
110.00;60.00;0.748;1.934985974
110.00;60.00;0.752;1.849369115
110.00;60.00;0.756;1.760740754
110.00;60.00;0.760;1.697625957
110.00;60.00;0.764;1.627827011
110.00;60.00;0.768;1.584774114
110.00;60.00;0.772;1.52410872
110.00;60.00;0.776;1.487507115
110.00;60.00;0.780;1.421472578
110.00;60.00;0.784;1.37032262
110.00;60.00;0.788;1.318384398
110.00;60.00;0.792;1.295344895
110.00;60.00;0.796;1.255880589
110.00;60.00;0.800;1.199622154
110.00;60.00;0.804;1.152232366
110.00;60.00;0.808;1.137644161
110.00;60.00;0.812;1.102664026
110.00;60.00;0.816;1.053732784
110.00;60.00;0.820;1.03257864
110.00;60.00;0.824;0.9853700373
110.00;60.00;0.828;0.9569249196
110.00;60.00;0.832;0.9449422941
110.00;60.00;0.836;0.91414529
110.00;60.00;0.840;0.8908970371
110.00;60.00;0.844;0.8610462901
110.00;60.00;0.848;0.8353388689
110.00;60.00;0.852;0.8165470799
110.00;60.00;0.856;0.7904097733
110.00;60.00;0.860;0.7761739316
110.00;60.00;0.864;0.744861426
110.00;60.00;0.868;0.7279337452
110.00;60.00;0.872;0.7094842828
110.00;60.00;0.876;0.6970849275
110.00;60.00;0.880;0.6759711237
110.00;60.00;0.884;0.6726644761
110.00;60.00;0.888;0.6443585394
110.00;60.00;0.892;0.6220413401
110.00;60.00;0.896;0.6173513264
110.00;60.00;0.900;0.6023474162
110.00;60.00;0.904;0.5880430875
110.00;60.00;0.908;0.5702514051
110.00;60.00;0.912;0.5579425058
110.00;60.00;0.916;0.5459528837
110.00;60.00;0.920;0.5285975968
110.00;60.00;0.924;0.519291936
110.00;60.00;0.928;0.5073137594
110.00;60.00;0.932;0.4996476981
110.00;60.00;0.936;0.4876190248
110.00;60.00;0.940;0.4725752582
110.00;60.00;0.944;0.4711901463
110.00;60.00;0.948;0.4555049778
110.00;60.00;0.952;0.4493229587
110.00;60.00;0.956;0.4389987528
110.00;60.00;0.960;0.4283449534
110.00;60.00;0.964;0.4199898927
110.00;60.00;0.968;0.4037558992
110.00;60.00;0.972;0.4023304968
110.00;60.00;0.976;0.3938001019
110.00;60.00;0.980;0.3914874848
110.00;60.00;0.984;0.3804458733
110.00;60.00;0.988;0.371819979
110.00;60.00;0.992;0.363717794
110.00;60.00;0.996;0.3500444201
110.00;60.00;1.000;0.3485246215
110.00;60.00;1.004;0.3413575822
110.00;60.00;1.008;0.3358423602
110.00;60.00;1.012;0.3274804528
110.00;60.00;1.016;0.3225952017
110.00;60.00;1.020;0.3139913274
110.00;60.00;1.024;0.3075973388
110.00;60.00;1.028;0.3024077173
110.00;60.00;1.032;0.2957148701
110.00;60.00;1.036;0.2944539257
110.00;60.00;1.040;0.2852685913
110.00;60.00;1.044;0.2814819353
110.00;60.00;1.048;0.273614763
110.00;60.00;1.052;0.2729530748
110.00;60.00;1.056;0.2650065412
110.00;60.00;1.060;0.259590428
110.00;60.00;1.064;0.2557041659
110.00;60.00;1.068;0.2547815912
110.00;60.00;1.072;0.2405544117
110.00;60.00;1.076;0.2339629755
110.00;60.00;1.080;0.2334215954
110.00;60.00;1.084;0.2288933228
110.00;60.00;1.088;0.2264597448
110.00;60.00;1.092;0.2222609145
110.00;60.00;1.096;0.217270311
110.00;60.00;1.100;0.2116629577
110.00;60.00;1.104;0.2109242742
110.00;60.00;1.108;0.2046420937
110.00;60.00;1.112;0.2025918529
110.00;60.00;1.116;0.1994044054
110.00;60.00;1.120;0.1930554568
110.00;60.00;1.124;0.1899890692
110.00;60.00;1.128;0.1885860982
110.00;60.00;1.132;0.18397655
110.00;60.00;1.136;0.1805430177
110.00;60.00;1.140;0.1771328458
110.00;60.00;1.144;0.1777089206
110.00;60.00;1.148;0.1741479269
110.00;60.00;1.152;0.1676050885
110.00;60.00;1.156;0.1640277979
110.00;60.00;1.160;0.1620142479
110.00;60.00;1.164;0.1592459107
110.00;60.00;1.168;0.1557399374
110.00;60.00;1.172;0.1535191106
110.00;60.00;1.176;0.1514030073
110.00;60.00;1.180;0.1478846016
110.00;60.00;1.184;0.1431607265
110.00;60.00;1.188;0.142071081
110.00;60.00;1.192;0.1372058872
110.00;60.00;1.196;0.1360920036
110.00;60.00;1.200;0.1330909219
110.00;70.00;0.400;3.358852438
110.00;70.00;0.404;3.328523768
110.00;70.00;0.408;3.287041715
110.00;70.00;0.412;3.259129769
110.00;70.00;0.416;3.22066681
110.00;70.00;0.420;3.18117223
110.00;70.00;0.424;3.144134313
110.00;70.00;0.428;3.103842204
110.00;70.00;0.432;3.071274838
110.00;70.00;0.436;3.029103259
110.00;70.00;0.440;2.994928294
110.00;70.00;0.444;2.957548769
110.00;70.00;0.448;2.929182774
110.00;70.00;0.452;2.89398199
110.00;70.00;0.456;2.870464665
110.00;70.00;0.460;2.840177355
110.00;70.00;0.464;2.809003416
110.00;70.00;0.468;2.783502865
110.00;70.00;0.472;2.758335953
110.00;70.00;0.476;2.734635189
110.00;70.00;0.480;2.727733501
110.00;70.00;0.484;2.703389021
110.00;70.00;0.488;2.6939597
110.00;70.00;0.492;2.684388466
110.00;70.00;0.496;2.678431242
110.00;70.00;0.500;2.67248712
110.00;70.00;0.504;2.688681066
110.00;70.00;0.508;2.696428534
110.00;70.00;0.512;2.704766734
110.00;70.00;0.516;2.701779178
110.00;70.00;0.520;2.735137664
110.00;70.00;0.524;2.748705013
110.00;70.00;0.528;2.783668104
110.00;70.00;0.532;2.791323312
110.00;70.00;0.536;2.830928321
110.00;70.00;0.540;2.837274895
110.00;70.00;0.544;2.860413225
110.00;70.00;0.548;2.884965449
110.00;70.00;0.552;2.899778381
110.00;70.00;0.556;2.905020021
110.00;70.00;0.560;2.908853632
110.00;70.00;0.564;3.003718192
110.00;70.00;0.568;3.042430166
110.00;70.00;0.572;3.083102453
110.00;70.00;0.576;3.340716568
110.00;70.00;0.580;3.326913432
110.00;70.00;0.584;3.428900231
110.00;70.00;0.588;3.686904997
110.00;70.00;0.592;3.882060511
110.00;70.00;0.596;4.187748867
110.00;70.00;0.600;4.412385774
110.00;70.00;0.604;4.573952199
110.00;70.00;0.608;4.9164715
110.00;70.00;0.612;5.265441083
110.00;70.00;0.616;5.696763593
110.00;70.00;0.620;5.871514161
110.00;70.00;0.624;6.354563411
110.00;70.00;0.628;6.679041271
110.00;70.00;0.632;6.871352641
110.00;70.00;0.636;7.34144654
110.00;70.00;0.640;7.532790183
110.00;70.00;0.644;7.730292827
110.00;70.00;0.648;7.967530295
110.00;70.00;0.652;8.136185194
110.00;70.00;0.656;8.272149592
110.00;70.00;0.660;8.361982407
110.00;70.00;0.664;8.392900335
110.00;70.00;0.668;8.430440721
110.00;70.00;0.672;8.381297267
110.00;70.00;0.676;8.365819625
110.00;70.00;0.680;8.306082773
110.00;70.00;0.684;8.17141796
110.00;70.00;0.688;8.006086519
110.00;70.00;0.692;7.916448345
110.00;70.00;0.696;7.671189804
110.00;70.00;0.700;7.535426502
110.00;70.00;0.704;7.27478231
110.00;70.00;0.708;7.1113564
110.00;70.00;0.712;6.935098536
110.00;70.00;0.716;6.738254416
110.00;70.00;0.720;6.433340748
110.00;70.00;0.724;6.229282336
110.00;70.00;0.728;6.028637136
110.00;70.00;0.732;5.957763723
110.00;70.00;0.736;5.671553356
110.00;70.00;0.740;5.456709767
110.00;70.00;0.744;5.184238475
110.00;70.00;0.748;5.068401624
110.00;70.00;0.752;4.93081362
110.00;70.00;0.756;4.770760877
110.00;70.00;0.760;4.579860607
110.00;70.00;0.764;4.47870966
110.00;70.00;0.768;4.226193618
110.00;70.00;0.772;4.11687591
110.00;70.00;0.776;3.965403564
110.00;70.00;0.780;3.899861687
110.00;70.00;0.784;3.696495713
110.00;70.00;0.788;3.51680582
110.00;70.00;0.792;3.427413754
110.00;70.00;0.796;3.295397991
110.00;70.00;0.800;3.225409352
110.00;70.00;0.804;3.079756391
110.00;70.00;0.808;3.010328813
110.00;70.00;0.812;3.011092621
110.00;70.00;0.816;2.796101144
110.00;70.00;0.820;2.708215302
110.00;70.00;0.824;2.636978543
110.00;70.00;0.828;2.531585123
110.00;70.00;0.832;2.429688567
110.00;70.00;0.836;2.400877789
110.00;70.00;0.840;2.31759079
110.00;70.00;0.844;2.243564184
110.00;70.00;0.848;2.177382183
110.00;70.00;0.852;2.115422562
110.00;70.00;0.856;2.027447881
110.00;70.00;0.860;1.977928375
110.00;70.00;0.864;1.956694496
110.00;70.00;0.868;1.885705465
110.00;70.00;0.872;1.824212198
110.00;70.00;0.876;1.812918881
110.00;70.00;0.880;1.726870804
110.00;70.00;0.884;1.679168184
110.00;70.00;0.888;1.628120158
110.00;70.00;0.892;1.594427368
110.00;70.00;0.896;1.535506596
110.00;70.00;0.900;1.51017143
110.00;70.00;0.904;1.48219198
110.00;70.00;0.908;1.439605051
110.00;70.00;0.912;1.37974972
110.00;70.00;0.916;1.360248501
110.00;70.00;0.920;1.326264681
110.00;70.00;0.924;1.275785009
110.00;70.00;0.928;1.262847765
110.00;70.00;0.932;1.228422496
110.00;70.00;0.936;1.210837082
110.00;70.00;0.940;1.163583315
110.00;70.00;0.944;1.130654928
110.00;70.00;0.948;1.102864944
110.00;70.00;0.952;1.077450922
110.00;70.00;0.956;1.062414997
110.00;70.00;0.960;1.027169464
110.00;70.00;0.964;1.002790161
110.00;70.00;0.968;0.9788704293
110.00;70.00;0.972;0.9517484942
110.00;70.00;0.976;0.9332159316
110.00;70.00;0.980;0.9308408744
110.00;70.00;0.984;0.8941154652
110.00;70.00;0.988;0.8848856025
110.00;70.00;0.992;0.8585049022
110.00;70.00;0.996;0.8407575186
110.00;70.00;1.000;0.8204702261
110.00;70.00;1.004;0.8038973207
110.00;70.00;1.008;0.7867359902
110.00;70.00;1.012;0.7720566459
110.00;70.00;1.016;0.7551872859
110.00;70.00;1.020;0.7375705164
110.00;70.00;1.024;0.715008815
110.00;70.00;1.028;0.7021702823
110.00;70.00;1.032;0.6806842977
110.00;70.00;1.036;0.6775336803
110.00;70.00;1.040;0.6598790352
110.00;70.00;1.044;0.6404103805
110.00;70.00;1.048;0.6316917348
110.00;70.00;1.052;0.6188717419
110.00;70.00;1.056;0.606092676
110.00;70.00;1.060;0.5916448433
110.00;70.00;1.064;0.5951414543
110.00;70.00;1.068;0.571142468
110.00;70.00;1.072;0.5477023489
110.00;70.00;1.076;0.5400307646
110.00;70.00;1.080;0.5348396831
110.00;70.00;1.084;0.5253823235
110.00;70.00;1.088;0.5155267358
110.00;70.00;1.092;0.5020394371
110.00;70.00;1.096;0.4904755993
110.00;70.00;1.100;0.4822695995
110.00;70.00;1.104;0.4702326082
110.00;70.00;1.108;0.4656918753
110.00;70.00;1.112;0.4602556965
110.00;70.00;1.116;0.4495489821
110.00;70.00;1.120;0.4441666771
110.00;70.00;1.124;0.4265469433
110.00;70.00;1.128;0.4174977195
110.00;70.00;1.132;0.413351868
110.00;70.00;1.136;0.4109898655
110.00;70.00;1.140;0.3994026245
110.00;70.00;1.144;0.3872101195
110.00;70.00;1.148;0.3842020181
110.00;70.00;1.152;0.3809663934
110.00;70.00;1.156;0.3689519896
110.00;70.00;1.160;0.3620921127
110.00;70.00;1.164;0.3567564765
110.00;70.00;1.168;0.34911901
110.00;70.00;1.172;0.341193919
110.00;70.00;1.176;0.3344431591
110.00;70.00;1.180;0.3278139735
110.00;70.00;1.184;0.3175067011
110.00;70.00;1.188;0.3143998629
110.00;70.00;1.192;0.3035004981
110.00;70.00;1.196;0.3075220221
110.00;70.00;1.200;0.2970477872
110.00;80.00;0.400;4.437303311
110.00;80.00;0.404;4.402582296
110.00;80.00;0.408;4.368827007
110.00;80.00;0.412;4.326779123
110.00;80.00;0.416;4.282017147
110.00;80.00;0.420;4.247861803
110.00;80.00;0.424;4.207986382
110.00;80.00;0.428;4.165993588
110.00;80.00;0.432;4.125973277
110.00;80.00;0.436;4.082659223
110.00;80.00;0.440;4.03355045
110.00;80.00;0.444;3.989078839
110.00;80.00;0.448;3.958316699
110.00;80.00;0.452;3.910343383
110.00;80.00;0.456;3.870586028
110.00;80.00;0.460;3.837019795
110.00;80.00;0.464;3.78976781
110.00;80.00;0.468;3.775755844
110.00;80.00;0.472;3.740413426
110.00;80.00;0.476;3.710752986
110.00;80.00;0.480;3.703601244
110.00;80.00;0.484;3.682898493
110.00;80.00;0.488;3.677154636
110.00;80.00;0.492;3.658273221
110.00;80.00;0.496;3.663735609
110.00;80.00;0.500;3.666955419
110.00;80.00;0.504;3.672728067
110.00;80.00;0.508;3.700483665
110.00;80.00;0.512;3.721085912
110.00;80.00;0.516;3.747369658
110.00;80.00;0.520;3.780102864
110.00;80.00;0.524;3.801749367
110.00;80.00;0.528;3.856898285
110.00;80.00;0.532;3.894221929
110.00;80.00;0.536;3.94474481
110.00;80.00;0.540;3.986248748
110.00;80.00;0.544;4.022934594
110.00;80.00;0.548;4.05635789
110.00;80.00;0.552;4.106784933
110.00;80.00;0.556;4.110389606
110.00;80.00;0.560;4.177702234
110.00;80.00;0.564;4.183102173
110.00;80.00;0.568;4.277446839
110.00;80.00;0.572;4.312256816
110.00;80.00;0.576;4.411077092
110.00;80.00;0.580;4.469651214
110.00;80.00;0.584;4.673214045
110.00;80.00;0.588;4.775878256
110.00;80.00;0.592;4.933729444
110.00;80.00;0.596;5.167894913
110.00;80.00;0.600;5.283343601
110.00;80.00;0.604;5.648527996
110.00;80.00;0.608;5.95281815
110.00;80.00;0.612;6.153274237
110.00;80.00;0.616;6.480745438
110.00;80.00;0.620;6.846533347
110.00;80.00;0.624;7.003756166
110.00;80.00;0.628;7.256085111
110.00;80.00;0.632;7.785618984
110.00;80.00;0.636;7.944874549
110.00;80.00;0.640;8.465051835
110.00;80.00;0.644;8.733544442
110.00;80.00;0.648;9.062777576
110.00;80.00;0.652;9.370033588
110.00;80.00;0.656;9.682864658
110.00;80.00;0.660;10.00753869
110.00;80.00;0.664;10.10519767
110.00;80.00;0.668;10.36308387
110.00;80.00;0.672;10.52951685
110.00;80.00;0.676;10.71604974
110.00;80.00;0.680;10.86448111
110.00;80.00;0.684;11.00908322
110.00;80.00;0.688;11.13098814
110.00;80.00;0.692;11.16802968
110.00;80.00;0.696;11.22354299
110.00;80.00;0.700;11.21786849
110.00;80.00;0.704;11.27002221
110.00;80.00;0.708;11.17941749
110.00;80.00;0.712;11.06253292
110.00;80.00;0.716;11.04249984
110.00;80.00;0.720;10.94646056
110.00;80.00;0.724;10.83656928
110.00;80.00;0.728;10.61678449
110.00;80.00;0.732;10.55776573
110.00;80.00;0.736;10.37239458
110.00;80.00;0.740;10.18505709
110.00;80.00;0.744;10.04812058
110.00;80.00;0.748;9.786832658
110.00;80.00;0.752;9.656492806
110.00;80.00;0.756;9.434174319
110.00;80.00;0.760;9.206279582
110.00;80.00;0.764;9.027133762
110.00;80.00;0.768;8.838300104
110.00;80.00;0.772;8.50550254
110.00;80.00;0.776;8.302854796
110.00;80.00;0.780;8.156625565
110.00;80.00;0.784;7.901585409
110.00;80.00;0.788;7.745999788
110.00;80.00;0.792;7.582353954
110.00;80.00;0.796;7.321825425
110.00;80.00;0.800;7.106529727
110.00;80.00;0.804;6.933048917
110.00;80.00;0.808;6.793145464
110.00;80.00;0.812;6.539990426
110.00;80.00;0.816;6.339916221
110.00;80.00;0.820;6.169425585
110.00;80.00;0.824;6.040983496
110.00;80.00;0.828;5.819825343
110.00;80.00;0.832;5.660948007
110.00;80.00;0.836;5.566130583
110.00;80.00;0.840;5.36141236
110.00;80.00;0.844;5.205193329
110.00;80.00;0.848;5.043720449
110.00;80.00;0.852;4.883066038
110.00;80.00;0.856;4.73420712
110.00;80.00;0.860;4.601518969
110.00;80.00;0.864;4.490349762
110.00;80.00;0.868;4.404012512
110.00;80.00;0.872;4.282804913
110.00;80.00;0.876;4.243266586
110.00;80.00;0.880;4.037491815
110.00;80.00;0.884;3.915867017
110.00;80.00;0.888;3.823174091
110.00;80.00;0.892;3.725103936
110.00;80.00;0.896;3.580114459
110.00;80.00;0.900;3.511227479
110.00;80.00;0.904;3.451962637
110.00;80.00;0.908;3.324819934
110.00;80.00;0.912;3.21176701
110.00;80.00;0.916;3.181267314
110.00;80.00;0.920;3.094676082
110.00;80.00;0.924;3.01228255
110.00;80.00;0.928;2.93128686
110.00;80.00;0.932;2.84008622
110.00;80.00;0.936;2.77804192
110.00;80.00;0.940;2.729020037
110.00;80.00;0.944;2.63018771
110.00;80.00;0.948;2.56959014
110.00;80.00;0.952;2.534450775
110.00;80.00;0.956;2.448445402
110.00;80.00;0.960;2.413884718
110.00;80.00;0.964;2.36148167
110.00;80.00;0.968;2.275424664
110.00;80.00;0.972;2.22823557
110.00;80.00;0.976;2.152622816
110.00;80.00;0.980;2.125573615
110.00;80.00;0.984;2.088929791
110.00;80.00;0.988;2.049053507
110.00;80.00;0.992;1.971612839
110.00;80.00;0.996;1.942094529
110.00;80.00;1.000;1.900363677
110.00;80.00;1.004;1.844925573
110.00;80.00;1.008;1.810808983
110.00;80.00;1.012;1.771659875
110.00;80.00;1.016;1.729441312
110.00;80.00;1.020;1.688739761
110.00;80.00;1.024;1.632996642
110.00;80.00;1.028;1.611555472
110.00;80.00;1.032;1.572015926
110.00;80.00;1.036;1.554151171
110.00;80.00;1.040;1.522469115
110.00;80.00;1.044;1.456283133
110.00;80.00;1.048;1.436371271
110.00;80.00;1.052;1.411853995
110.00;80.00;1.056;1.38643267
110.00;80.00;1.060;1.359721015
110.00;80.00;1.064;1.330464912
110.00;80.00;1.068;1.32892215
110.00;80.00;1.072;1.267356968
110.00;80.00;1.076;1.241139914
110.00;80.00;1.080;1.217165924
110.00;80.00;1.084;1.169300544
110.00;80.00;1.088;1.169042054
110.00;80.00;1.092;1.153567709
110.00;80.00;1.096;1.125422007
110.00;80.00;1.100;1.0983578
110.00;80.00;1.104;1.083039188
110.00;80.00;1.108;1.05236121
110.00;80.00;1.112;1.029260819
110.00;80.00;1.116;1.012503883
110.00;80.00;1.120;0.9944566244
110.00;80.00;1.124;0.9813789185
110.00;80.00;1.128;0.9538259683
110.00;80.00;1.132;0.95394624
110.00;80.00;1.136;0.9209679825
110.00;80.00;1.140;0.8970452151
110.00;80.00;1.144;0.8883409807
110.00;80.00;1.148;0.8664517072
110.00;80.00;1.152;0.8580521108
110.00;80.00;1.156;0.8509379597
110.00;80.00;1.160;0.8271217189
110.00;80.00;1.164;0.8103522851
110.00;80.00;1.168;0.7919046757
110.00;80.00;1.172;0.7826164609
110.00;80.00;1.176;0.7660329315
110.00;80.00;1.180;0.7518024804
110.00;80.00;1.184;0.7296397481
110.00;80.00;1.188;0.7237448241
110.00;80.00;1.192;0.7097278245
110.00;80.00;1.196;0.6885328862
110.00;80.00;1.200;0.6799532519
110.00;90.00;0.400;5.549639882
110.00;90.00;0.404;5.533272401
110.00;90.00;0.408;5.482144784
110.00;90.00;0.412;5.441883724
110.00;90.00;0.416;5.421875309
110.00;90.00;0.420;5.395109164
110.00;90.00;0.424;5.340308976
110.00;90.00;0.428;5.304743478
110.00;90.00;0.432;5.262806562
110.00;90.00;0.436;5.206894907
110.00;90.00;0.440;5.153768201
110.00;90.00;0.444;5.094395326
110.00;90.00;0.448;5.064596835
