altura;raio;lambda;scattering
100.00;50.00;0.400;1.345172987
100.00;50.00;0.404;1.324162201
100.00;50.00;0.408;1.307157259
100.00;50.00;0.412;1.28777518
100.00;50.00;0.416;1.274231502
100.00;50.00;0.420;1.251230545
100.00;50.00;0.424;1.234928425
100.00;50.00;0.428;1.215904481
100.00;50.00;0.432;1.197878839
100.00;50.00;0.436;1.179086225
100.00;50.00;0.440;1.162397129
100.00;50.00;0.444;1.14290818
100.00;50.00;0.448;1.128159363
100.00;50.00;0.452;1.113566011
100.00;50.00;0.456;1.09652072
100.00;50.00;0.460;1.0811185
100.00;50.00;0.464;1.069061999
100.00;50.00;0.468;1.054831539
100.00;50.00;0.472;1.039629672
100.00;50.00;0.476;1.030085887
100.00;50.00;0.480;1.019739501
100.00;50.00;0.484;1.009193574
100.00;50.00;0.488;0.9990189643
100.00;50.00;0.492;0.9960068355
100.00;50.00;0.496;0.9824644236
100.00;50.00;0.500;0.9845277593
100.00;50.00;0.504;0.9805589413
100.00;50.00;0.508;0.985662708
100.00;50.00;0.512;0.9853576605
100.00;50.00;0.516;0.9845663684
100.00;50.00;0.520;0.9944016876
100.00;50.00;0.524;0.990459838
100.00;50.00;0.528;1.007048628
100.00;50.00;0.532;1.016837958
100.00;50.00;0.536;1.0276444
100.00;50.00;0.540;1.040060464
100.00;50.00;0.544;1.049690841
100.00;50.00;0.548;1.058803145
100.00;50.00;0.552;1.104433722
100.00;50.00;0.556;1.13143949
100.00;50.00;0.560;1.183279566
100.00;50.00;0.564;1.20322724
100.00;50.00;0.568;1.282988393
100.00;50.00;0.572;1.375488065
100.00;50.00;0.576;1.496253382
100.00;50.00;0.580;1.578607449
100.00;50.00;0.584;1.700823466
100.00;50.00;0.588;1.809530712
100.00;50.00;0.592;1.95858293
100.00;50.00;0.596;2.071902845
100.00;50.00;0.600;2.184659962
100.00;50.00;0.604;2.313230292
100.00;50.00;0.608;2.368672222
100.00;50.00;0.612;2.446590376
100.00;50.00;0.616;2.466976627
100.00;50.00;0.620;2.467262455
100.00;50.00;0.624;2.406893056
100.00;50.00;0.628;2.338724406
100.00;50.00;0.632;2.302946896
100.00;50.00;0.636;2.258464846
100.00;50.00;0.640;2.160680647
100.00;50.00;0.644;2.026244358
100.00;50.00;0.648;1.954202114
100.00;50.00;0.652;1.889674553
100.00;50.00;0.656;1.741104952
100.00;50.00;0.660;1.65502512
100.00;50.00;0.664;1.557886058
100.00;50.00;0.668;1.4409683
100.00;50.00;0.672;1.378729471
100.00;50.00;0.676;1.298010875
100.00;50.00;0.680;1.227911729
100.00;50.00;0.684;1.177393995
100.00;50.00;0.688;1.119193605
100.00;50.00;0.692;1.039320162
100.00;50.00;0.696;1.015078075
100.00;50.00;0.700;0.9419367109
100.00;50.00;0.704;0.9053800448
100.00;50.00;0.708;0.8459355911
100.00;50.00;0.712;0.813432925
100.00;50.00;0.716;0.7761739127
100.00;50.00;0.720;0.7559938232
100.00;50.00;0.724;0.7065027492
100.00;50.00;0.728;0.6741816239
100.00;50.00;0.732;0.6433618774
100.00;50.00;0.736;0.6199027858
100.00;50.00;0.740;0.5959018936
100.00;50.00;0.744;0.5749722431
100.00;50.00;0.748;0.5573836318
100.00;50.00;0.752;0.5276004677
100.00;50.00;0.756;0.5089585083
100.00;50.00;0.760;0.4946733961
100.00;50.00;0.764;0.4698170904
100.00;50.00;0.768;0.4606747739
100.00;50.00;0.772;0.4456896599
100.00;50.00;0.776;0.4325080685
100.00;50.00;0.780;0.4214459898
100.00;50.00;0.784;0.405895364
100.00;50.00;0.788;0.3953800325
100.00;50.00;0.792;0.3860850846
100.00;50.00;0.796;0.3719480392
100.00;50.00;0.800;0.364320696
100.00;50.00;0.804;0.3530736381
100.00;50.00;0.808;0.3429595352
100.00;50.00;0.812;0.3349425403
100.00;50.00;0.816;0.3256499622
100.00;50.00;0.820;0.3149545984
100.00;50.00;0.824;0.3110900566
100.00;50.00;0.828;0.3006865758
100.00;50.00;0.832;0.2941166025
100.00;50.00;0.836;0.2886512532
100.00;50.00;0.840;0.2819579691
100.00;50.00;0.844;0.2739961065
100.00;50.00;0.848;0.2651807235
100.00;50.00;0.852;0.2654193289
100.00;50.00;0.856;0.2531901681
100.00;50.00;0.860;0.25064887
100.00;50.00;0.864;0.2447111051
100.00;50.00;0.868;0.2388754662
100.00;50.00;0.872;0.2324120489
100.00;50.00;0.876;0.227970911
100.00;50.00;0.880;0.2220660239
100.00;50.00;0.884;0.223085592
100.00;50.00;0.888;0.2152856695
100.00;50.00;0.892;0.2128931624
100.00;50.00;0.896;0.2078800189
100.00;50.00;0.900;0.2037576574
100.00;50.00;0.904;0.1972546893
100.00;50.00;0.908;0.1968212744
100.00;50.00;0.912;0.1891626467
100.00;50.00;0.916;0.1858279908
100.00;50.00;0.920;0.1857161582
100.00;50.00;0.924;0.1816349644
100.00;50.00;0.928;0.1765960307
100.00;50.00;0.932;0.1703924471
100.00;50.00;0.936;0.1713590787
100.00;50.00;0.940;0.1660670852
100.00;50.00;0.944;0.1646145172
100.00;50.00;0.948;0.1616934912
100.00;50.00;0.952;0.1574357913
100.00;50.00;0.956;0.1553203999
100.00;50.00;0.960;0.1500585523
100.00;50.00;0.964;0.150787612
100.00;50.00;0.968;0.1493919437
100.00;50.00;0.972;0.1448930264
100.00;50.00;0.976;0.1404831782
100.00;50.00;0.980;0.1415616953
100.00;50.00;0.984;0.1357870511
100.00;50.00;0.988;0.1335658079
100.00;50.00;0.992;0.133385672
100.00;50.00;0.996;0.1297558892
100.00;50.00;1.000;0.1250560487
100.00;50.00;1.004;0.1238499469
100.00;50.00;1.008;0.1232130868
100.00;50.00;1.012;0.1193386852
100.00;50.00;1.016;0.1168475517
100.00;50.00;1.020;0.1173770666
100.00;50.00;1.024;0.1134896054
100.00;50.00;1.028;0.1111278137
100.00;50.00;1.032;0.1078131212
100.00;50.00;1.036;0.1075236328
100.00;50.00;1.040;0.1059533236
100.00;50.00;1.044;0.1054659714
100.00;50.00;1.048;0.1043494776
100.00;50.00;1.052;0.09838318062
100.00;50.00;1.056;0.09923503084
100.00;50.00;1.060;0.09657622672
100.00;50.00;1.064;0.0961176493
100.00;50.00;1.068;0.09218400328
100.00;50.00;1.072;0.08964420765
100.00;50.00;1.076;0.08773848891
100.00;50.00;1.080;0.08715144584
100.00;50.00;1.084;0.08543048477
100.00;50.00;1.088;0.08480142035
100.00;50.00;1.092;0.08381778164
100.00;50.00;1.096;0.08447283418
100.00;50.00;1.100;0.07856489724
100.00;50.00;1.104;0.07889456131
100.00;50.00;1.108;0.07781121806
100.00;50.00;1.112;0.07640963904
100.00;50.00;1.116;0.07571053654
100.00;50.00;1.120;0.07630630867
100.00;50.00;1.124;0.0726618403
100.00;50.00;1.128;0.0712835201
100.00;50.00;1.132;0.07023932815
100.00;50.00;1.136;0.06977313165
100.00;50.00;1.140;0.06691706559
100.00;50.00;1.144;0.06744663136
100.00;50.00;1.148;0.06529210168
100.00;50.00;1.152;0.0641148219
100.00;50.00;1.156;0.06318748889
100.00;50.00;1.160;0.06151744523
100.00;50.00;1.164;0.06142002097
100.00;50.00;1.168;0.06079954944
100.00;50.00;1.172;0.05837780822
100.00;50.00;1.176;0.05812447232
100.00;50.00;1.180;0.05672860708
100.00;50.00;1.184;0.05486186131
100.00;50.00;1.188;0.0545885241
100.00;50.00;1.192;0.0551307411
100.00;50.00;1.196;0.05260089757
100.00;50.00;1.200;0.05050804583
100.00;60.00;0.400;2.125865039
100.00;60.00;0.404;2.105866749
100.00;60.00;0.408;2.07433729
100.00;60.00;0.412;2.058183666
100.00;60.00;0.416;2.027632473
100.00;60.00;0.420;2.002071438
100.00;60.00;0.424;1.978646415
100.00;60.00;0.428;1.94674064
100.00;60.00;0.432;1.920694838
100.00;60.00;0.436;1.892602725
100.00;60.00;0.440;1.877555688
100.00;60.00;0.444;1.845632634
100.00;60.00;0.448;1.835771067
100.00;60.00;0.452;1.813930276
100.00;60.00;0.456;1.78695259
100.00;60.00;0.460;1.761478455
100.00;60.00;0.464;1.744851938
100.00;60.00;0.468;1.734623737
100.00;60.00;0.472;1.712375026
100.00;60.00;0.476;1.695425787
100.00;60.00;0.480;1.686587316
100.00;60.00;0.484;1.667862526
100.00;60.00;0.488;1.664942589
100.00;60.00;0.492;1.656803252
100.00;60.00;0.496;1.649321196
100.00;60.00;0.500;1.638985614
100.00;60.00;0.504;1.63912101
100.00;60.00;0.508;1.647685091
100.00;60.00;0.512;1.656105878
100.00;60.00;0.516;1.656284048
100.00;60.00;0.520;1.664853111
100.00;60.00;0.524;1.668274505
100.00;60.00;0.528;1.686155727
100.00;60.00;0.532;1.699289041
100.00;60.00;0.536;1.718692399
100.00;60.00;0.540;1.73938645
100.00;60.00;0.544;1.768959142
100.00;60.00;0.548;1.763054128
100.00;60.00;0.552;1.808795518
100.00;60.00;0.556;1.83734941
100.00;60.00;0.560;1.902863902
100.00;60.00;0.564;1.96545953
100.00;60.00;0.568;2.046183635
100.00;60.00;0.572;2.160520317
100.00;60.00;0.576;2.338520399
100.00;60.00;0.580;2.475497551
100.00;60.00;0.584;2.615703357
100.00;60.00;0.588;2.738179466
100.00;60.00;0.592;2.989052598
100.00;60.00;0.596;3.235679226
100.00;60.00;0.600;3.390247533
100.00;60.00;0.604;3.783823381
100.00;60.00;0.608;3.974200971
100.00;60.00;0.612;4.289010451
100.00;60.00;0.616;4.604368622
100.00;60.00;0.620;4.674789732
100.00;60.00;0.624;4.979177165
100.00;60.00;0.628;5.090188514
100.00;60.00;0.632;5.189187139
100.00;60.00;0.636;5.247559069
100.00;60.00;0.640;5.275199214
100.00;60.00;0.644;5.276843824
100.00;60.00;0.648;5.206140255
100.00;60.00;0.652;5.119020618
100.00;60.00;0.656;5.01518104
100.00;60.00;0.660;4.850492301
100.00;60.00;0.664;4.669177833
100.00;60.00;0.668;4.496703699
100.00;60.00;0.672;4.366921487
100.00;60.00;0.676;4.151652631
100.00;60.00;0.680;3.959123397
100.00;60.00;0.684;3.828667437
100.00;60.00;0.688;3.641037945
100.00;60.00;0.692;3.548973445
100.00;60.00;0.696;3.324329726
100.00;60.00;0.700;3.197363037
100.00;60.00;0.704;3.026045226
100.00;60.00;0.708;2.878469888
100.00;60.00;0.712;2.742016742
100.00;60.00;0.716;2.61238452
100.00;60.00;0.720;2.505555079
100.00;60.00;0.724;2.411180332
100.00;60.00;0.728;2.261331714
100.00;60.00;0.732;2.163802575
100.00;60.00;0.736;2.128029476
100.00;60.00;0.740;2.021791015
100.00;60.00;0.744;1.959078372
100.00;60.00;0.748;1.849168801
100.00;60.00;0.752;1.771010627
100.00;60.00;0.756;1.706082592
100.00;60.00;0.760;1.638803011
100.00;60.00;0.764;1.563069966
100.00;60.00;0.768;1.520984123
100.00;60.00;0.772;1.467227099
100.00;60.00;0.776;1.413550947
100.00;60.00;0.780;1.370958193
100.00;60.00;0.784;1.29823627
100.00;60.00;0.788;1.265848747
100.00;60.00;0.792;1.218782086
100.00;60.00;0.796;1.170261837
100.00;60.00;0.800;1.142278715
100.00;60.00;0.804;1.103116896
100.00;60.00;0.808;1.077184287
100.00;60.00;0.812;0.9948075865
100.00;60.00;0.816;1.00389264
100.00;60.00;0.820;0.9632249649
100.00;60.00;0.824;0.9326525571
100.00;60.00;0.828;0.9103763381
100.00;60.00;0.832;0.8906231498
100.00;60.00;0.836;0.8547261069
100.00;60.00;0.840;0.8418721475
100.00;60.00;0.844;0.8026869895
100.00;60.00;0.848;0.7884444991
100.00;60.00;0.852;0.7685152573
100.00;60.00;0.856;0.7524337817
100.00;60.00;0.860;0.7321301693
100.00;60.00;0.864;0.7047070699
100.00;60.00;0.868;0.6823348009
100.00;60.00;0.872;0.6642841974
100.00;60.00;0.876;0.6474444076
100.00;60.00;0.880;0.6330658955
100.00;60.00;0.884;0.6244187145
100.00;60.00;0.888;0.6141959336
100.00;60.00;0.892;0.5892111641
100.00;60.00;0.896;0.5719971311
100.00;60.00;0.900;0.5614517571
100.00;60.00;0.904;0.5453297324
100.00;60.00;0.908;0.5322592951
100.00;60.00;0.912;0.5154136457
100.00;60.00;0.916;0.512277677
100.00;60.00;0.920;0.5071903744
100.00;60.00;0.924;0.4881770082
100.00;60.00;0.928;0.4679519534
100.00;60.00;0.932;0.4599958763
100.00;60.00;0.936;0.4597091253
100.00;60.00;0.940;0.4468321742
100.00;60.00;0.944;0.4370297688
100.00;60.00;0.948;0.424708215
100.00;60.00;0.952;0.4201394373
100.00;60.00;0.956;0.408359651
100.00;60.00;0.960;0.4064776293
100.00;60.00;0.964;0.3933941232
100.00;60.00;0.968;0.3805039437
100.00;60.00;0.972;0.37438463
100.00;60.00;0.976;0.3701177841
100.00;60.00;0.980;0.3666276082
100.00;60.00;0.984;0.3540642361
100.00;60.00;0.988;0.3476977419
100.00;60.00;0.992;0.3444569828
100.00;60.00;0.996;0.3344176956
100.00;60.00;1.000;0.3218088315
100.00;60.00;1.004;0.3180674125
100.00;60.00;1.008;0.3138812418
100.00;60.00;1.012;0.3092714782
100.00;60.00;1.016;0.2976805882
100.00;60.00;1.020;0.2944805216
100.00;60.00;1.024;0.2900365237
100.00;60.00;1.028;0.2840888087
100.00;60.00;1.032;0.2811821432
100.00;60.00;1.036;0.2692244462
100.00;60.00;1.040;0.2642027843
100.00;60.00;1.044;0.2596317588
100.00;60.00;1.048;0.2587345108
100.00;60.00;1.052;0.2527896189
100.00;60.00;1.056;0.2515380367
100.00;60.00;1.060;0.241661713
100.00;60.00;1.064;0.2391151351
100.00;60.00;1.068;0.2318890128
100.00;60.00;1.072;0.2270109182
100.00;60.00;1.076;0.2264576209
100.00;60.00;1.080;0.2159491613
100.00;60.00;1.084;0.2151465285
100.00;60.00;1.088;0.2072404145
100.00;60.00;1.092;0.2080977443
100.00;60.00;1.096;0.201570118
100.00;60.00;1.100;0.198303872
100.00;60.00;1.104;0.1966928646
100.00;60.00;1.108;0.1913191493
100.00;60.00;1.112;0.1857347762
100.00;60.00;1.116;0.1868324202
100.00;60.00;1.120;0.1810296731
100.00;60.00;1.124;0.1788701293
100.00;60.00;1.128;0.1747636391
100.00;60.00;1.132;0.1740147056
100.00;60.00;1.136;0.1661927877
100.00;60.00;1.140;0.1681607916
100.00;60.00;1.144;0.162020807
100.00;60.00;1.148;0.1612735068
100.00;60.00;1.152;0.1564971559
100.00;60.00;1.156;0.1544061659
100.00;60.00;1.160;0.1518805817
100.00;60.00;1.164;0.148230818
100.00;60.00;1.168;0.1479971069
100.00;60.00;1.172;0.1431764505
100.00;60.00;1.176;0.1410607262
100.00;60.00;1.180;0.1378485011
100.00;60.00;1.184;0.1331324257
100.00;60.00;1.188;0.1331528146
100.00;60.00;1.192;0.1279238161
100.00;60.00;1.196;0.1271262317
100.00;60.00;1.200;0.127161983
100.00;70.00;0.400;3.023262516
100.00;70.00;0.404;2.999495707
100.00;70.00;0.408;2.964877426
100.00;70.00;0.412;2.930812498
100.00;70.00;0.416;2.900852449
100.00;70.00;0.420;2.864541012
100.00;70.00;0.424;2.822546759
100.00;70.00;0.428;2.786609991
100.00;70.00;0.432;2.760820197
100.00;70.00;0.436;2.72872663
100.00;70.00;0.440;2.695151009
100.00;70.00;0.444;2.656711749
100.00;70.00;0.448;2.644614177
100.00;70.00;0.452;2.600655278
100.00;70.00;0.456;2.576085656
100.00;70.00;0.460;2.550245314
100.00;70.00;0.464;2.517467744
100.00;70.00;0.468;2.498793211
100.00;70.00;0.472;2.472216342
100.00;70.00;0.476;2.451326136
100.00;70.00;0.480;2.441700102
100.00;70.00;0.484;2.425870694
100.00;70.00;0.488;2.421480513
100.00;70.00;0.492;2.414106162
100.00;70.00;0.496;2.41832954
100.00;70.00;0.500;2.42090046
100.00;70.00;0.504;2.417444916
100.00;70.00;0.508;2.426098307
100.00;70.00;0.512;2.433813175
100.00;70.00;0.516;2.438694455
100.00;70.00;0.520;2.470177866
100.00;70.00;0.524;2.487495359
100.00;70.00;0.528;2.498160784
100.00;70.00;0.532;2.537319865
100.00;70.00;0.536;2.544196931
100.00;70.00;0.540;2.584003431
100.00;70.00;0.544;2.6188932
100.00;70.00;0.548;2.646130435
100.00;70.00;0.552;2.6962789
100.00;70.00;0.556;2.740527948
100.00;70.00;0.560;2.799148266
100.00;70.00;0.564;2.817458698
100.00;70.00;0.568;2.886754881
100.00;70.00;0.572;3.032063382
100.00;70.00;0.576;3.159380471
100.00;70.00;0.580;3.23565125
100.00;70.00;0.584;3.427484211
100.00;70.00;0.588;3.589539908
100.00;70.00;0.592;3.741922073
100.00;70.00;0.596;4.114876111
100.00;70.00;0.600;4.314244911
100.00;70.00;0.604;4.702846212
100.00;70.00;0.608;5.131663321
100.00;70.00;0.612;5.291978938
100.00;70.00;0.616;5.620465251
100.00;70.00;0.620;5.969725089
100.00;70.00;0.624;6.385634376
100.00;70.00;0.628;6.590960676
100.00;70.00;0.632;6.963741538
100.00;70.00;0.636;7.161720804
100.00;70.00;0.640;7.425026469
100.00;70.00;0.644;7.64098255
100.00;70.00;0.648;7.942035193
100.00;70.00;0.652;8.100924316
100.00;70.00;0.656;8.221877402
100.00;70.00;0.660;8.2886012
100.00;70.00;0.664;8.380204552
100.00;70.00;0.668;8.374657635
100.00;70.00;0.672;8.358614826
100.00;70.00;0.676;8.298226806
100.00;70.00;0.680;8.202370826
100.00;70.00;0.684;8.098620554
100.00;70.00;0.688;7.978084516
100.00;70.00;0.692;7.806386947
100.00;70.00;0.696;7.572256545
100.00;70.00;0.700;7.446047625
100.00;70.00;0.704;7.318860975
100.00;70.00;0.708;7.020699542
100.00;70.00;0.712;6.754461815
100.00;70.00;0.716;6.759343578
100.00;70.00;0.720;6.35630873
100.00;70.00;0.724;6.152912564
100.00;70.00;0.728;5.924714356
100.00;70.00;0.732;5.823538536
100.00;70.00;0.736;5.517987773
100.00;70.00;0.740;5.337804359
100.00;70.00;0.744;5.140154024
100.00;70.00;0.748;4.94710004
100.00;70.00;0.752;4.836824172
100.00;70.00;0.756;4.602019851
100.00;70.00;0.760;4.399747924
100.00;70.00;0.764;4.303850398
100.00;70.00;0.768;4.14967917
100.00;70.00;0.772;3.982106877
100.00;70.00;0.776;3.84634925
100.00;70.00;0.780;3.650145161
100.00;70.00;0.784;3.557357925
100.00;70.00;0.788;3.454417324
100.00;70.00;0.792;3.314575475
100.00;70.00;0.796;3.20242134
100.00;70.00;0.800;3.124587084
100.00;70.00;0.804;3.016162128
100.00;70.00;0.808;2.862526138
100.00;70.00;0.812;2.807674354
100.00;70.00;0.816;2.702224331
100.00;70.00;0.820;2.61273651
100.00;70.00;0.824;2.526067354
100.00;70.00;0.828;2.432873463
100.00;70.00;0.832;2.377518927
100.00;70.00;0.836;2.303368012
100.00;70.00;0.840;2.214542971
100.00;70.00;0.844;2.157052056
100.00;70.00;0.848;2.130688612
100.00;70.00;0.852;2.043899955
100.00;70.00;0.856;1.980200219
100.00;70.00;0.860;1.901054248
100.00;70.00;0.864;1.86368263
100.00;70.00;0.868;1.798006044
100.00;70.00;0.872;1.777868953
100.00;70.00;0.876;1.703169178
100.00;70.00;0.880;1.682709315
100.00;70.00;0.884;1.598223341
100.00;70.00;0.888;1.580128343
100.00;70.00;0.892;1.509961418
100.00;70.00;0.896;1.512728022
100.00;70.00;0.900;1.457015944
100.00;70.00;0.904;1.394756003
100.00;70.00;0.908;1.380900721
100.00;70.00;0.912;1.338860874
100.00;70.00;0.916;1.295864738
100.00;70.00;0.920;1.268352609
100.00;70.00;0.924;1.239480492
100.00;70.00;0.928;1.207268571
100.00;70.00;0.932;1.177658278
100.00;70.00;0.936;1.161056968
100.00;70.00;0.940;1.119084405
100.00;70.00;0.944;1.095194432
100.00;70.00;0.948;1.091082095
100.00;70.00;0.952;1.046431693
100.00;70.00;0.956;1.020883565
100.00;70.00;0.960;1.00343252
100.00;70.00;0.964;0.9822913046
100.00;70.00;0.968;0.9497654631
100.00;70.00;0.972;0.9262554401
100.00;70.00;0.976;0.8969116179
100.00;70.00;0.980;0.9111288116
100.00;70.00;0.984;0.8695933564
100.00;70.00;0.988;0.8518435874
100.00;70.00;0.992;0.8383823538
100.00;70.00;0.996;0.8146622151
100.00;70.00;1.000;0.7902594706
100.00;70.00;1.004;0.7750802871
100.00;70.00;1.008;0.7544405584
100.00;70.00;1.012;0.7507783395
100.00;70.00;1.016;0.7231873135
100.00;70.00;1.020;0.710714795
100.00;70.00;1.024;0.6927124881
100.00;70.00;1.028;0.6804758525
100.00;70.00;1.032;0.666018356
100.00;70.00;1.036;0.6505804959
100.00;70.00;1.040;0.6338182425
100.00;70.00;1.044;0.6228125345
100.00;70.00;1.048;0.6189263421
100.00;70.00;1.052;0.6048649351
100.00;70.00;1.056;0.5925622174
100.00;70.00;1.060;0.572002769
100.00;70.00;1.064;0.5655508199
100.00;70.00;1.068;0.548973728
100.00;70.00;1.072;0.5337888767
100.00;70.00;1.076;0.5275395069
100.00;70.00;1.080;0.5205264794
100.00;70.00;1.084;0.5137255129
100.00;70.00;1.088;0.4956124277
100.00;70.00;1.092;0.4914143067
100.00;70.00;1.096;0.4790822818
100.00;70.00;1.100;0.4703613524
100.00;70.00;1.104;0.4597368952
100.00;70.00;1.108;0.450539518
100.00;70.00;1.112;0.4398129647
100.00;70.00;1.116;0.4368302123
100.00;70.00;1.120;0.4245491989
100.00;70.00;1.124;0.4172069989
100.00;70.00;1.128;0.4097763382
100.00;70.00;1.132;0.4116982074
100.00;70.00;1.136;0.401791218
100.00;70.00;1.140;0.3990859298
100.00;70.00;1.144;0.3849490922
100.00;70.00;1.148;0.3752437096
100.00;70.00;1.152;0.3713759637
100.00;70.00;1.156;0.3626633536
100.00;70.00;1.160;0.3557954546
100.00;70.00;1.164;0.3562484196
100.00;70.00;1.168;0.3457817679
100.00;70.00;1.172;0.3363748132
100.00;70.00;1.176;0.3307417158
100.00;70.00;1.180;0.3282741667
100.00;70.00;1.184;0.3164202561
100.00;70.00;1.188;0.3127011913
100.00;70.00;1.192;0.3118719681
100.00;70.00;1.196;0.3004521278
100.00;70.00;1.200;0.2997540006
100.00;80.00;0.400;4.002412461
100.00;80.00;0.404;3.978746513
100.00;80.00;0.408;3.943405544
100.00;80.00;0.412;3.905364043
100.00;80.00;0.416;3.869906645
100.00;80.00;0.420;3.832825095
100.00;80.00;0.424;3.786756103
100.00;80.00;0.428;3.748233011
100.00;80.00;0.432;3.704104893
100.00;80.00;0.436;3.664803368
100.00;80.00;0.440;3.617237289
100.00;80.00;0.444;3.575916857
100.00;80.00;0.448;3.556133867
100.00;80.00;0.452;3.503669586
100.00;80.00;0.456;3.471467471
100.00;80.00;0.460;3.436332805
100.00;80.00;0.464;3.397291049
100.00;80.00;0.468;3.367370129
100.00;80.00;0.472;3.34134254
100.00;80.00;0.476;3.316918264
100.00;80.00;0.480;3.297730411
100.00;80.00;0.484;3.284614328
100.00;80.00;0.488;3.264626527
100.00;80.00;0.492;3.265913269
100.00;80.00;0.496;3.257710151
100.00;80.00;0.500;3.259618819
100.00;80.00;0.504;3.265247373
100.00;80.00;0.508;3.280857861
100.00;80.00;0.512;3.292741785
100.00;80.00;0.516;3.319892723
100.00;80.00;0.520;3.349590515
100.00;80.00;0.524;3.36583651
100.00;80.00;0.528;3.411316393
100.00;80.00;0.532;3.448952718
100.00;80.00;0.536;3.492569155
100.00;80.00;0.540;3.545200273
100.00;80.00;0.544;3.584410013
100.00;80.00;0.548;3.612051102
100.00;80.00;0.552;3.657331307
100.00;80.00;0.556;3.659545856
100.00;80.00;0.560;3.753136386
100.00;80.00;0.564;3.78720457
100.00;80.00;0.568;3.880727972
100.00;80.00;0.572;3.924295837
100.00;80.00;0.576;4.074166502
100.00;80.00;0.580;4.154752126
100.00;80.00;0.584;4.328541613
100.00;80.00;0.588;4.472306521
100.00;80.00;0.592;4.698784789
100.00;80.00;0.596;4.881160948
100.00;80.00;0.600;5.018695089
100.00;80.00;0.604;5.423060744
100.00;80.00;0.608;5.730290625
100.00;80.00;0.612;5.883431124
100.00;80.00;0.616;6.241629405
100.00;80.00;0.620;6.609157403
100.00;80.00;0.624;6.801372234
100.00;80.00;0.628;7.055260706
100.00;80.00;0.632;7.540454805
100.00;80.00;0.636;7.683899113
100.00;80.00;0.640;8.204910894
100.00;80.00;0.644;8.48904667
100.00;80.00;0.648;8.799681225
100.00;80.00;0.652;9.124701305
100.00;80.00;0.656;9.458541805
100.00;80.00;0.660;9.773366147
100.00;80.00;0.664;9.91304245
100.00;80.00;0.668;10.19894021
100.00;80.00;0.672;10.32769244
100.00;80.00;0.676;10.5205912
100.00;80.00;0.680;10.68042179
100.00;80.00;0.684;10.8794802
100.00;80.00;0.688;10.97094963
100.00;80.00;0.692;11.01021794
100.00;80.00;0.696;11.09682279
100.00;80.00;0.700;11.11059609
100.00;80.00;0.704;11.1499853
100.00;80.00;0.708;11.06309693
100.00;80.00;0.712;10.97411055
100.00;80.00;0.716;10.97262692
100.00;80.00;0.720;10.84169658
100.00;80.00;0.724;10.74412478
100.00;80.00;0.728;10.55704789
100.00;80.00;0.732;10.46575909
100.00;80.00;0.736;10.29361488
100.00;80.00;0.740;10.08411642
100.00;80.00;0.744;9.944739653
100.00;80.00;0.748;9.71002064
100.00;80.00;0.752;9.582893311
100.00;80.00;0.756;9.350062245
100.00;80.00;0.760;9.088308721
100.00;80.00;0.764;8.908091429
100.00;80.00;0.768;8.713754663
100.00;80.00;0.772;8.373124123
100.00;80.00;0.776;8.159056305
100.00;80.00;0.780;8.013577044
100.00;80.00;0.784;7.75448821
100.00;80.00;0.788;7.624608066
100.00;80.00;0.792;7.428346021
100.00;80.00;0.796;7.164588331
100.00;80.00;0.800;6.957192631
100.00;80.00;0.804;6.78260025
100.00;80.00;0.808;6.612228272
100.00;80.00;0.812;6.490608352
100.00;80.00;0.816;6.16578786
100.00;80.00;0.820;5.980167569
100.00;80.00;0.824;5.878319709
100.00;80.00;0.828;5.633820768
100.00;80.00;0.832;5.474720291
100.00;80.00;0.836;5.400096304
100.00;80.00;0.840;5.185553451
100.00;80.00;0.844;5.016768322
100.00;80.00;0.848;4.884900855
100.00;80.00;0.852;4.69603781
100.00;80.00;0.856;4.558863426
100.00;80.00;0.860;4.411284985
100.00;80.00;0.864;4.30198248
100.00;80.00;0.868;4.216174329
100.00;80.00;0.872;4.111243181
100.00;80.00;0.876;4.058380414
100.00;80.00;0.880;3.853319099
100.00;80.00;0.884;3.744990691
100.00;80.00;0.888;3.651290633
100.00;80.00;0.892;3.551469557
100.00;80.00;0.896;3.409623325
100.00;80.00;0.900;3.349068984
100.00;80.00;0.904;3.274665938
100.00;80.00;0.908;3.162297705
100.00;80.00;0.912;3.043270751
100.00;80.00;0.916;3.01829335
100.00;80.00;0.920;2.936368441
100.00;80.00;0.924;2.847301847
100.00;80.00;0.928;2.773074299
100.00;80.00;0.932;2.680546907
100.00;80.00;0.936;2.620901492
100.00;80.00;0.940;2.588529342
100.00;80.00;0.944;2.478673043
100.00;80.00;0.948;2.424386591
100.00;80.00;0.952;2.387665887
100.00;80.00;0.956;2.301998132
100.00;80.00;0.960;2.273679199
100.00;80.00;0.964;2.219669661
100.00;80.00;0.968;2.127806094
100.00;80.00;0.972;2.078966814
100.00;80.00;0.976;2.009715442
100.00;80.00;0.980;1.987763902
100.00;80.00;0.984;1.956993329
100.00;80.00;0.988;1.921633078
100.00;80.00;0.992;1.836699086
100.00;80.00;0.996;1.81756628
100.00;80.00;1.000;1.77657151
100.00;80.00;1.004;1.727088633
100.00;80.00;1.008;1.6890786
100.00;80.00;1.012;1.65529555
100.00;80.00;1.016;1.606341617
100.00;80.00;1.020;1.57166638
100.00;80.00;1.024;1.515837145
100.00;80.00;1.028;1.495342177
100.00;80.00;1.032;1.460396803
